,match_id,transcript
30,7595277016,"player_slot 128: xD
player_slot 129: господи
player_slot 129: ебанат
player_slot 128: ты пиздец гений доты брат
player_slot 0: на арке смурф )
player_slot 0: снесите уже
player_slot 129: (
player_slot 0: выблядок акаунт купил
player_slot 130: аппарат ХАХАХАХА ебать ты тп смешно даванул
player_slot 0: он мидас тарит некст )
player_slot 130: )
player_slot 0: сука почему это говно за меня?
player_slot 0: мудак
"
31,7595275710,"player_slot 4: 推了吧
player_slot 131: >..
"
32,7595274604,"player_slot 4: 来战
player_slot 130: 中路
player_slot 4: 怎么跟机器人一样
player_slot 4: 送点攻击啊
player_slot 4: 谢谢
player_slot 2: 。。。
player_slot 3: 果然猛犸只有上线和下线没有中间的
player_slot 130: 弱智一样
player_slot 130: 一级蹭我经验
player_slot 130: 在中路反个真眼，他妈人才
player_slot 1: !
player_slot 4: ！
player_slot 1: XIAO SI WO LE 
player_slot 1: 还带个远程兵走
player_slot 2: 。。。
player_slot 1: 人才   又到上路刚3
player_slot 130: 一个sb玩崩三路
player_slot 3: 人家名字就是躺赢那咋办
"
33,7595272113,"player_slot 1: leyenda 
player_slot 1: me mnandan
player_slot 1: solo por que me mandan a un leyenda linea
player_slot 1: m an 
player_slot 1: hace rato cuelaria pasivo me mantdan
player_slot 2: ya its over
player_slot 2: magnus and slark
player_slot 2: are griefing
player_slot 1: XD
player_slot 1: XD
player_slot 1: XD
player_slot 1: XD
player_slot 131: Do you guys want to help us stack reports on luna
player_slot 1: XDX
player_slot 1: me gustara cuando gane
player_slot 131: Luna waiting for low prio to fight
player_slot 128: XD
player_slot 1: XD
player_slot 1: betes players
player_slot 3: this slark is so noob wow
player_slot 131: Luna still afk one sec
player_slot 3: gg sniper
player_slot 131: You lost to a luna that didnt cross the river
player_slot 3: gg
player_slot 3: sniper youre fucking retarded
"
34,7595272112,
35,7595271909,"player_slot 4: just end
player_slot 4: ty
player_slot 132: lmao
player_slot 132: sick offlane bro
player_slot 132: derpdederrr
player_slot 1: he picked P:L into ES
player_slot 1: and MANTA
player_slot 129: it was pl off?
player_slot 1: yeah
player_slot 129: lmao sry
player_slot 1: report please
player_slot 129: sure
player_slot 1: he's pick PL into ES
player_slot 1: as off
player_slot 129: your pugna actually good but no team
player_slot 2: no offlane*
player_slot 132: ur all bad 
"
36,7595398214,"player_slot 128: susundo pag magrarandom ka 
player_slot 128: dapat magaling 
player_slot 128: di hyugn tatanga tanga ka
player_slot 129: idiot spider
player_slot 0: Ez
player_slot 129: winnable
player_slot 129: ?
player_slot 129: lol
player_slot 0: 1v1 at roshan?
player_slot 0: scared
player_slot 129: sure
player_slot 129: come
player_slot 128: nerdoy
player_slot 128: tangina mo 
player_slot 0: ez
player_slot 128: :(
player_slot 132: pause pa
player_slot 132: di na naman mananalo
player_slot 128: adbot
player_slot 128: dota
player_slot 129: let end
player_slot 0: ggeznubs
"
37,7595397015,"player_slot 0: 为啥三号位敌法啊
"
38,7595396908,"player_slot 2: 峨眉峰
player_slot 2: 我是深海
player_slot 128: 。
player_slot 130: 说这话的肯定不是额没法
player_slot 2: 台湾砍甘蔗回来了
"
39,7595396410,"player_slot 4: JD gkd
player_slot 4: 没人收
player_slot 128: OK
player_slot 4: 下把下把 不浪费时间
"
40,7595395005,"player_slot 128: wekjfierjhguehguthgth]
player_slot 128: wiejfirhfuherughetughtegt]
player_slot 132: capooow
player_slot 0: соло 
player_slot 132: gg
"
41,7595394708,"player_slot 4: xd¡
player_slot 2: reporten a esa basura de pitlord 5
player_slot 4: y lloras
player_slot 4: termienen altoque
player_slot 2: hagan el favor de reportar a estas basuras
player_slot 3: AL PRIMARIO NOMA PLS
player_slot 3: under
player_slot 3: XD
player_slot 1: reporte n  a esa wr es muy kk
player_slot 3: xd
player_slot 1: ya va 2 juegos segfuido
player_slot 1: cagando md
player_slot 1: y seguro va seguir buscando
player_slot 1: eres kk rctm tu meepo basura
player_slot 3: le digo cossas que tiene sentido
player_slot 3: de la anteriro que mi equipo farmea
player_slot 1: apesta a basura
player_slot 1: apesta igual este dota 
player_slot 3: hablas como si no tenia
player_slot 3: items
player_slot 3: XD
player_slot 1: Ni romper md puede estas solo
player_slot 3: TENIA CETRO DIFU MEJORADO VYSE DAGA
player_slot 3: XD
player_slot 1: eres limitado bajo rctm
player_slot 1: y ers basura
player_slot 3: xddxd
player_slot 3: xdxd
player_slot 3: haganmel cao
player_slot 3: que por mi team bsr
player_slot 3: flamer
player_slot 3: y aburridos perdi
player_slot 1: solos sabes llorar y cagar dotas
player_slot 3: haganle caso
player_slot 1: Llorn hdp
player_slot 3: a la ardilla kakita
player_slot 1: sigues buscando
player_slot 2: reporten a estas zarnas
"
42,7595394013,"player_slot 132: let us win
player_slot 132: puck is black
player_slot 0: no wonder hes so bad
player_slot 128: K
player_slot 2: xd
"
43,7595393303,"player_slot 1: lag wait
player_slot 3: where's wr>?
"
44,7595392709,"player_slot 130: бля парни
player_slot 130: не ебите сильно
player_slot 130: нас
player_slot 128: не буду
player_slot 130: потный
player_slot 3: паиздейц потнейший
player_slot 130: ну емае парни 
player_slot 130: просил же не ебать 
player_slot 130: нас
"
45,7595392616,"player_slot 131: xd
player_slot 3: que cabro
player_slot 3: que eres
player_slot 3: csm
player_slot 4: lo estan reportando?
player_slot 129: Si
player_slot 131: solo el burro que no ve cuanto oro ya le di
player_slot 3: mono
player_slot 3: como te odio
player_slot 3: te lo juro
player_slot 3: que haces
player_slot 131: xddddd
player_slot 131: tuve que venir base por sus items
player_slot 131: xd
player_slot 128: para ahcer tri debieron romper arriba hace rato xd
player_slot 3: Xd
player_slot 131: xdddd
player_slot 131: pero no te llego tu yasha
player_slot 3: que taradito
player_slot 3: eres
player_slot 131: vas a tener que venir a cuidarlo
player_slot 3: perder
player_slot 3: asi
player_slot 3: Xd
player_slot 129: Firme ps
player_slot 129: Cre que hace bien
player_slot 129: haciendo su tonteria
player_slot 131: 18 burros me comi que rico csmre
player_slot 131: xd
player_slot 132: sigue matando burros
player_slot 132: oe burro
player_slot 3: MONO
player_slot 3: HAS ALGO
player_slot 3: PORFAVOR
player_slot 130: no tengo hc
player_slot 130: gg
player_slot 129: gg
player_slot 4: mate
player_slot 129: Wp
player_slot 3: MONITO
player_slot 4: a un burro
player_slot 129: Comend mk
player_slot 129: 4
player_slot 0: jajaja
player_slot 3: no me gusto tu chiste
player_slot 131: MATASTE AL KCHERO DE TUS BURROS
player_slot 132: le dan report
player_slot 132: pls
player_slot 129: Que tal descerebrado
player_slot 129: Ese mk
player_slot 129: Csmre
player_slot 131: XDDDDDDDDDDDDDD
player_slot 3: ese chiste
player_slot 131: TA QUE RISA ESTA GENTE
player_slot 3: no dio risa
player_slot 129: No se fcomo mrd llega ese tipo
player_slot 129: a leyenda
player_slot 4: Seguidor de buti eres
player_slot 129: Por dios
player_slot 131: NO BUSQUE DAR RISA
player_slot 3: entonces
player_slot 131: BRUTITO
player_slot 3: diste pena
player_slot 131: PENE
player_slot 3: que es peor creo
player_slot 131: CON E
player_slot 4: report carreta
player_slot 1: DENIEGA TU BASE
player_slot 1: CTMRE
player_slot 1: PARA Q LE DAN RAPAGE
player_slot 1: xdd
player_slot 3: ez
player_slot 1: Q ASCO
player_slot 129: report mk
player_slot 131: PARA QUE SE SIENTA FELIZ
player_slot 3: mono idiota
player_slot 129: por favor
player_slot 131: EL TRISTE
"
46,7595392014,"player_slot 130: 很久没排到过这种出生局了
player_slot 1: 这个火枪
player_slot 1: 昨天
player_slot 1: 1-14   0-6的JS
player_slot 1: 连着坑我
player_slot 130: 这上路小黑也好意思喷
player_slot 130: 我是没想到的
"
47,7595391218,"player_slot 129: oo
player_slot 132: tanga talaga yan
player_slot 3: MAGKANO DIVINE ACCOUNT NGAYON?
player_slot 130: lasing presyo lang ng nanay mo pre
player_slot 130: 150 lang
player_slot 3: .
player_slot 3: mura naman ng nanay mo
player_slot 3: bobo kase ng rubick sa baba e
player_slot 3: walang ginagawa sa lane e
player_slot 130: aray ko
player_slot 130: na realtalk yung maingay
player_slot 3: isa ka pa. 2-3 skills lang nabibitaw mong tanga ka
player_slot 132: aroysoy
player_slot 130: atleast di puk pok nanay
player_slot 3: balik mo na sa owner yang account mo
player_slot 3: yuck bisaya
player_slot 3: katulong race
player_slot 3: batak sa coldsnap at tornado amputa hahaha
player_slot 132: hahaha
player_slot 131: shet thanks sa empower mo lods first time :)
player_slot 131: LOL
player_slot 131: HAHAHHA
"
48,7595390312,"player_slot 132: nice feed
player_slot 132: animal
player_slot 131: void
player_slot 131: why mage slayer?
player_slot 2: vs cm and techies?
player_slot 4: why mage slayer?
player_slot 131: mage slayer is uselss against right click
player_slot 132: Hows it possible to pick this bad heros
player_slot 132: and expect toplay dota
player_slot 131: abadon so f bad
player_slot 131: harpoon 33 minutes in
"
49,7595390307,"player_slot 131: пиздец
player_slot 131: + НЕ МНЕ НУЖНО НАЧИНАТЬ
player_slot 4: откуда инфа
player_slot 4: мразота
player_slot 129: а тебе скажи 
player_slot 129: ксер)
player_slot 129: заплывший жиром
player_slot 129: да?
player_slot 4: реп течису
player_slot 4: пж
player_slot 4: 9 киньте ему
player_slot 4: худший скуф из худших
player_slot 4: у села 10к игр
player_slot 4: 10 к часов в доте
player_slot 4: он сидит
player_slot 4: скринит
player_slot 4: чел пытается быть как имерсон
player_slot 4: чел уже неделю подряд кидает снюс
player_slot 4: ему уже губу разьело
player_slot 4: на течисе
player_slot 131: норм
"
50,7595389402,"player_slot 0: 真的傻逼
"
51,7595386016,"player_slot 4: please report 
player_slot 4: this account buying retard
player_slot 132: who?
player_slot 4: huskar ghost scepter
player_slot 130: tf
player_slot 130: no report
player_slot 4: lol
player_slot 130: my team
player_slot 130: no deaths
player_slot 130: i got 4
player_slot 4: uninstall and stfu
player_slot 130: go to sleep weak
"
52,7595385901,"player_slot 2: hi
player_slot 2: :(
player_slot 130: >:c 
player_slot 129: >: )
player_slot 132: 
"
53,7595384809,"player_slot 2: OE DUDU 
player_slot 2: ESTAS SMURFENADO??
player_slot 2: ESTAS SMURFEANDO CTMR 
player_slot 2: TE REPORTARE
player_slot 1: xd
player_slot 1: tan pro zeus 
player_slot 1: a la mrd que pro   
player_slot 1: dios miuo +
player_slot 0: JIJIJI AVECES ME EMOCIONO ç:V 
player_slot 1: xd
player_slot 3: ves pa q no haces tu tarea tid
player_slot 130: CASI
player_slot 131: no te veo teclear
player_slot 131: meepo
player_slot 0: termina nomas
player_slot 130: TECLEA MEEPO
player_slot 0: rey
player_slot 1: mi perro  era mas pro que el pduge 
player_slot 132: xd
player_slot 0: termina paisano ctmre
player_slot 0: que chucha te vas ?¿ 
player_slot 131: xdd
player_slot 132: ¨deja defender cholo bruto
player_slot 0: por que chch te largas ? 
player_slot 132: tu mepo juega su mundial xd
player_slot 131: xdd
player_slot 131: kasdjkdaskjasdkj
player_slot 132: palteadop xd
player_slot 131: meepo
player_slot 131: dime algo
player_slot 0: me ayuudas con un report al pudge
player_slot 128: no
player_slot 128: al meepo?
player_slot 128: ZzZ
player_slot 1: que solo  ganasttes  pñor  mi pduge 
player_slot 129: meepo sacate la pinga de tu boca y teclea
player_slot 1: dale  gracias  papí 
player_slot 0: meepo ?
player_slot 1: busca  partida 
player_slot 131: gane porque eres basura
player_slot 2: XD
player_slot 2: ESE MEPPO 
player_slot 1: te  voy  a violar 
player_slot 2: NO SACA SHARD 
player_slot 131: xdd
player_slot 131: jkasdjkasdkjads
player_slot 1: con meppo   igual 
player_slot 131: mano con magnus
player_slot 132: SIGUE BUSCANDO
player_slot 131: con madnes
player_slot 131: te gane
player_slot 131: no seas pendejo
player_slot 131: contra un jugg
player_slot 131: con bf
player_slot 1: es inm
player_slot 131: estas perdiendo
"
54,7595384304,
55,7595384001,"player_slot 0: CAN WE END DROW ?
player_slot 4: XD
player_slot 4: SILLYDOG
player_slot 4: IT SHOULD BBE**
player_slot 1: bobo nang pos 4 saka pos 3 nyo
player_slot 4: ANG DALI PAG AWLA SI DAN :)
player_slot 3: NO CRISTOPHER NO PROBLEM
player_slot 0: GAHGAHAH
"
56,7595383519,"player_slot 4: gege
player_slot 3: NO no
"
57,7595383419,"player_slot 132: ？
player_slot 132: ？
player_slot 132: Ez mid
player_slot 132: ?
player_slot 132: ?
player_slot 132: ?
"
58,7595383217,"player_slot 4: gg
player_slot 4: best mid in the world
player_slot 128: geg
player_slot 130: ur offlane sucks
"
59,7595381709,"player_slot 0: 彻底疯狂 
"
60,7595377900,"player_slot 4: like why are yall obessed with me
player_slot 129: завали ебало
player_slot 1: that
player_slot 1: rot
player_slot 1: XD
player_slot 128: кек
player_slot 129: пп
player_slot 129: gg
player_slot 129: report slardar
player_slot 3: gg
player_slot 4: tf was that
player_slot 129: shat up
"
61,7595377714,"player_slot 1: u mad? 
player_slot 129: what
player_slot 2: he started boots tango
player_slot 2: dont ask
player_slot 129: HIP
player_slot 129: FOR MY CARRYU
player_slot 130: gg
player_slot 129: gg
"
62,7595377611,
63,7595377306,"player_slot 129: огра забанил (
player_slot 129: всмысле прошлая на шейкере
player_slot 129: если ты на баре был
player_slot 0: ne obnavilas'
player_slot 129: кк
player_slot 2: ДЕТКА ТЫ ЛЮБИШЬ РВАНЫЕ ДЖИНСЫ
player_slot 2:  О О О
player_slot 2: О ЧЕНЬ РВАНЫЕ ДЖИНСЫ
player_slot 129: скинь мне в тг этот трек
player_slot 2: нет
player_slot 129: пидора ответ
player_slot 2: (
player_slot 129: )
player_slot 2: )))
player_slot 2: ВАЧ АУТ
player_slot 2: АМА БЖЭД МАЗАФАКА
"
64,7595375004,
65,7595374415,"player_slot 4: ...
"
66,7595374103,"player_slot 132: GG
player_slot 2: pano tanga ka
player_slot 2: gege
"
67,7595373315,"player_slot 3: worst line up
player_slot 3: gg
player_slot 1: cant with this team
player_slot 3: not anyones fault
player_slot 128: nasty picks ngl
player_slot 1: wqillow think like a prop
player_slot 3: oops
player_slot 3: my b
player_slot 129: gg
player_slot 128: Gg
player_slot 2: gg
player_slot 1: - mid
"
68,7595372407,"player_slot 4: 你好喜欢b上来排烟啊
"
69,7595372319,"player_slot 4: jidi 
player_slot 4: zhijie tui kuai dian 
player_slot 2: 就这个2 3，别指望支援
player_slot 2: 刷TM刷
player_slot 131: 是啊 我5级开始游走的
player_slot 2: 跟你几级没关系
"
70,7595371217,"player_slot 131: пизда тебе
player_slot 1: )
player_slot 1: че разозлился то 
player_slot 130: afk
player_slot 0: пиздец вы клоуны
player_slot 130: gl next
player_slot 0: реальные
player_slot 1: прнкрати звать друзей
player_slot 129: 22 инвокер кстати
player_slot 1: и злиться
player_slot 1: ты хуевый
player_slot 129: оказывается магнус виноват что инвокер мид проебал
player_slot 129: зафиксировали
player_slot 3: махнус
player_slot 3: ты демон
player_slot 130: спс
player_slot 131: +)
player_slot 2: комбо
player_slot 2: типа
player_slot 130: демон 
player_slot 129: на чела дают дасты он решает вместо бласта инвиз нажать
player_slot 129: 22 инвокер 4кстати
player_slot 1: не того 
player_slot 3: убили?
player_slot 1: инвокер зарайткликал 
player_slot 130: инвокер соло
player_slot 3: ГГ
player_slot 3: соло
player_slot 3: затащил
player_slot 129: щас подождите инвокер манту еще не купил
player_slot 3: маму?
player_slot 1: пизда теюе 
player_slot 3: маму укпи
"
71,7595371214,"player_slot 129: i just farted and it smells
player_slot 0: xd
player_slot 0: baited
player_slot 128: STFU
player_slot 128: NOOB
player_slot 3: worth
player_slot 3: Lol
player_slot 0: call me the doctor
player_slot 3: call the ambulance but not for me
player_slot 3: for sven
player_slot 128: GG
player_slot 128: SVEM
"
72,7595370518,
73,7595369803,"player_slot 4: report my team 
player_slot 4: all potatos
player_slot 1: xd
player_slot 0: want us to report the spec?
player_slot 1: gg wp
player_slot 1: u suck brad
player_slot 2: gg
player_slot 0: gg
"
