,match_id,transcript
34,7595257408,"player_slot 1: gege
player_slot 3: end
player_slot 1: hahha
player_slot 0: gg
player_slot 131: bobo ka tlga
player_slot 1: go straight
player_slot 132: dont def
player_slot 132: end na
player_slot 132: dont resist
player_slot 2: Ok end
player_slot 3: end mid
player_slot 2: End
player_slot 2: gg
player_slot 3: at least i got queue roll
player_slot 2: done
player_slot 3: role
player_slot 2: mid ld
player_slot 2: end
player_slot 132: all mid
player_slot 1: just mid ty
player_slot 1: no def
player_slot 132: feel bad for the es tho
player_slot 4: fuck draft
player_slot 130: this is worse than legend bracket
player_slot 1: morph so afraid of LD spammer
player_slot 128: hunt cour
player_slot 128: mid
player_slot 128: tk
player_slot 128: haha
player_slot 2: HAHA
player_slot 1: buy vlads deso then end
player_slot 1: ina mo fressh red
player_slot 128: hahaha
player_slot 1: ez game lagi ah
player_slot 128: tanga tanga nyo eh
player_slot 1: boset ka
player_slot 128: hahaha
player_slot 128: open naman veno
player_slot 4: fuck this animal lost my winstreak
player_slot 1: min 0 may umiiiyak agad
player_slot 2: AHAH
player_slot 128: sino?
player_slot 2: pciking palang 
player_slot 1: morph iyakin inang yan
player_slot 2: iyak na morp
player_slot 1: paki report
player_slot 1: report nyo para di makarank
player_slot 1: baka makampi nyo pa
player_slot 128: avoid nyo kase
player_slot 128: hahaha
player_slot 1: hahaha
player_slot 1: l,upet
"
35,7595257407,
36,7510783315,"player_slot 2: guys?
player_slot 2: are u ok?
player_slot 128: idk
player_slot 128: low quality
player_slot 128: game
player_slot 128: lvl8 spec no ult
player_slot 0: bh mid
player_slot 0: you think you're topson?
player_slot 2: it's the 3 lane that is weird
player_slot 128: and that
player_slot 128: topson is my son
player_slot 129: i mean just report slardar took my role
player_slot 129: i picked first
player_slot 129: no roll no comms
player_slot 2: no roll so u throw game by going 3 bot?
player_slot 129: wdym i literally pcik firtst
player_slot 129: timber+spec?
player_slot 2: i know but if the other one 
player_slot 2: keep resisting
player_slot 2: why going 3 bot
player_slot 0: that's more on you than it is on us timber
player_slot 129: i literally dont care you guys are pussies
player_slot 129: im still winning this game
player_slot 2: oke
player_slot 129: ok end mid
player_slot 2: yep u are a pussy indeed
player_slot 128: wcyd when people just arent playing
player_slot 129: combo of bad and not trying
player_slot 129: Makes for games like this
player_slot 2: i mean they were trying really hard threelaning bot
player_slot 4: i mean that tri lane
player_slot 4: off
player_slot 4: Oof
player_slot 128: it wasnt a trilane
player_slot 2: they keept dying
player_slot 2: even in 3
player_slot 3: the trilane 
player_slot 128: it was someone trying to steal role
player_slot 2: ye that was a shitshow not a trilane
player_slot 128: not a trilane
player_slot 3: was a joke
player_slot 3: y
"
37,7595397313,
38,7595395610,"player_slot 2: XDXD try hard picks
player_slot 131: no u
player_slot 131: LO
player_slot 131: lol
player_slot 131: tryhard picks
player_slot 131: omni
player_slot 129: gg wp
player_slot 1: gg
player_slot 2: xd
player_slot 2: go next game 
player_slot 2: come on
player_slot 131: Nah
player_slot 131: come on
player_slot 131: try hard
player_slot 131: we in the 4th now
player_slot 4: ggpw
player_slot 128: GG
player_slot 1: gg
"
39,7595395018,"player_slot 131: hello
player_slot 0: HOLA
player_slot 131: Iam peruvian
player_slot 131: how are you?
player_slot 131: really?
player_slot 131: are you sure?
player_slot 0: xd
player_slot 128: es special my friend 
player_slot 131: Gg
"
40,7595395003,"player_slot 129: 想一块了
player_slot 129: 谜团，沉默
player_slot 1: 没关系 尽管来
player_slot 132: rs
player_slot 4: 推了吧 别折磨了
player_slot 132: 把我干的好惨 前面
player_slot 129: 这龙不错
player_slot 129: 龙凤呈祥
"
41,7595395000,"player_slot 130: Гори в аду
player_slot 130: сын хуйни
player_slot 4: алкаш
player_slot 130: ONENI ESHE SIKSIN
player_slot 131: 17%
player_slot 0: а че без фразочек бара
player_slot 0: го раздашь стилька
"
42,7595388203,
43,7595387716,"player_slot 0: ACABEN
player_slot 0: NO TENEMOS MID
player_slot 130: ENTIENDE QUE ESE HEROE DE MRD PUDGE NO SIRVE
player_slot 130: DK DEJA DE JODER
player_slot 130: TE VOY A SALTAR
player_slot 130: Y TE VOY A KCHAR
player_slot 130: AH
player_slot 2: Con la basura de mid que me toco
player_slot 2: normal
player_slot 130: eZ
player_slot 132: Xd
player_slot 128: isi
"
44,7595386506,"player_slot 2: DAGHANA OI
player_slot 131: bobo mo oi
player_slot 2: tanga mo
player_slot 2: haha
player_slot 2: my bad
player_slot 131: Wahahaha
player_slot 131: Ahahah
player_slot 131: odopot
player_slot 131: Wahahahaha
player_slot 131: wahahahaha usles tidehunter
player_slot 2: NO HES GOOD
player_slot 129: pos 5 sniper
player_slot 129: report
player_slot 129: ty
player_slot 131: Wahahaha
player_slot 131: Wahahaha
player_slot 1: HAHA EZ
player_slot 131: not even a 3 man ravage
player_slot 131: Wahaha
player_slot 2: GO AM!
player_slot 1: you cant ravage on me ha
player_slot 2: YOU CANT BLINK ON ME HA
player_slot 2: HEHE
player_slot 2: gET BKB
player_slot 131: Wahahaha
player_slot 131: defend ember
player_slot 129: report sniper
"
45,7595385417,"player_slot 131: can u go end?
player_slot 131: go end me and kunka afk
player_slot 3: me and kunka afk
player_slot 3: )
player_slot 4: пиздбол ебаный
player_slot 128: raport
player_slot 131: ?
player_slot 131: im not defing top
player_slot 131: are u blind?
player_slot 131: go push towers
player_slot 129: это все педосы ) 
player_slot 128: how i have 2 russians
player_slot 128: premates
player_slot 128: when this not russia
player_slot 128: my brother jakiro
player_slot 131: can u just go end mr dk
player_slot 131: ?
player_slot 132: пудж
player_slot 132: тебе фартануло чисто
player_slot 2: АХАХАХАХА
player_slot 132: что у тебя тима адекватная
player_slot 3: can u just go and
player_slot 1: до конца играйте 
player_slot 132: и на кунке
player_slot 1: у вас есть шансы
player_slot 132: даун
player_slot 132: катает
player_slot 128: RUSSIANS SPAMING
player_slot 128: unplayable
player_slot 2: мы с фантомкой 6 раз на низу кильнули
player_slot 2: о чем ты
player_slot 3: we all russian
player_slot 128: how come
player_slot 2: пудж фантомка лайн
player_slot 128: in eu serve
player_slot 2: где же мне ""фартануло""
player_slot 128: there is russia server
player_slot 132: там чел на кунке
player_slot 128: Where u can enjoy urselfs
player_slot 132: фидер
player_slot 128: nabs
player_slot 3: he didnt work now
player_slot 128: a ok
player_slot 128: myb ad
player_slot 128: DO KONCA
player_slot 128: Ez
player_slot 128: Clap
player_slot 128: tima
player_slot 128: russki
player_slot 128: XAXAX
player_slot 128: russians ruin the gmae
player_slot 128: ALWAYS
"
46,7595385403,"player_slot 130: 。。
player_slot 130: 。。。
player_slot 130: 。。。
player_slot 2: GG
"
47,7595385305,"player_slot 3: end
player_slot 3: mid
"
48,7595384719,"player_slot 1: eres gay?
player_slot 1: te gustan los hombreS?
player_slot 1: que aburrido jugar en low con venon
player_slot 1: venon y terror blade
player_slot 1: acaso son gays?
player_slot 1: jugar low 
player_slot 1: bi9en xd
player_slot 1: papi eestasen low
player_slot 1: tanto te esfuerzas
player_slot 1: pai
player_slot 1: es low
player_slot 1: tanto tepean?
player_slot 130: chevere tarao
player_slot 1: papi
player_slot 1: es low
player_slot 1: es mmr?
player_slot 1: Tanto se esfuerzan xd
player_slot 132: T_T
player_slot 0: ve medio
player_slot 0: q haces aca
player_slot 129: gg
player_slot 4: Wp
"
49,7595384418,"player_slot 3: super ez
player_slot 129: ggwp close game
"
50,7595383407,
51,7595383300,"player_slot 3: типнул дк
player_slot 2: ты как там оказался
player_slot 1: БЛЯ ЧЕ ВЫ ТВОРИТЕ
player_slot 130: видели набор джентельмена на спектре7
player_slot 130: ?
player_slot 130: мидас бм 
player_slot 130: медж слейр)
player_slot 130: такой кринж
player_slot 130: шок просто
player_slot 130: сейчас манта появится
player_slot 130: к 35)
"
52,7595381814,"player_slot 2: alche u won bcuz u have pudge hehe
player_slot 129: nope
player_slot 2: i carried you hehe
player_slot 131: o shit
player_slot 131: this the alch from last game
player_slot 128: go end
player_slot 128: we done
player_slot 132: gg
player_slot 132: close xd
"
53,7595378008,"player_slot 131: gwr
player_slot 131: gg
"
54,7595377202,"player_slot 4: Репорт гиро
player_slot 4: ))
"
55,7595376011,"player_slot 129: PERO ME FUI CON EL HC
player_slot 129: contra 3 ya es un poco dificil
player_slot 129: xd
player_slot 131: xd
player_slot 128: go thorne
player_slot 129: spectre segun mi team me ganaste linea q procede?
player_slot 1: DESCACHADA NO HAY6 DICES NO?
player_slot 1: JAJA
player_slot 132: MANO COMO PUEDE SER TAN CACA ESE SF CSMR XD
player_slot 132: NO LO VI TAN CACA CON SU HUSK
player_slot 1: JAJA
player_slot 132: PERO ESA DIARREA PARA FEDEAR CON SU EUL SIN BKB
player_slot 132: CSMR
player_slot 1: SOY LISO OTRA COSA
player_slot 1: SF ESTA RAOTO DICES
player_slot 4: para que tan free
player_slot 1: HAHAHA
player_slot 4: si no carrea
player_slot 132: XD
player_slot 4: ese gyro
"
56,7595375716,"player_slot 132: 88
"
57,7595375217,"player_slot 1: ezpz
"
58,7595375002,
59,7595374901,"player_slot 130: GG
"
60,7595373113,"player_slot 132: 疯了
"
61,7595364514,"player_slot 128: GG
"
62,7595364410,"player_slot 129: report the swiftie and glhf
player_slot 131: :( 
player_slot 131: 8 wins in a row 
player_slot 131: report 
player_slot 131: morp
player_slot 131: gg
player_slot 2: worth it?
player_slot 130: end mid
player_slot 2: 9 will be i guess
player_slot 130: nyx is so fun
player_slot 2: Why haha
player_slot 131: jesus hahahahahahaha
player_slot 131: i think you loved fking cores 
player_slot 131: Hahahaha
player_slot 130: just end
player_slot 130: gg
player_slot 4: dance more
player_slot 4: ember
player_slot 131: xD
player_slot 2: Viva peru
player_slot 131: XD
player_slot 4: who dance in the end dance better
"
63,7595362501,"player_slot 128: gl
player_slot 132: заджроты ебаные
player_slot 132: неа сапах
player_slot 3: аххахахахахахах
player_slot 132: xD
player_slot 3: ну сори
player_slot 132: z cfv hfp,fybdf. [j;le
player_slot 3: заебался сентри покупать?
player_slot 132: +
player_slot 3: изи
"
64,7595362210,
65,7595362119,"player_slot 131: snosite
player_slot 131: mid
"
66,7595360416,"player_slot 4: xd
player_slot 4: nice axe
player_slot 4: vanguard
player_slot 4: xd
player_slot 128: ggwp
player_slot 131: report meepo for grief please
player_slot 1: mepo ?
player_slot 2: lone?
player_slot 131: lest you get his shit on your team
player_slot 128: let meepo gget his disperser please
player_slot 3: not druid?
player_slot 131: lone druid too
player_slot 2: bad team
player_slot 131: dude doesn't know what he's doing
player_slot 2: practice heroe
player_slot 2: meppo and lone
player_slot 131: lmao
player_slot 128: xD
"
67,7595360206,"player_slot 3: иди говно жуй на своей енче
player_slot 130: Гуля пупсик
player_slot 130: ты куда
player_slot 130: ебабнаРРРОООТ!
player_slot 130: ПУДЖ ТЫ ЗАЕБАЛ
player_slot 130: ПРОСТИТУТКА
player_slot 2: по зову сердца сам ко мне идешь
player_slot 2: не надо тут
player_slot 131: гандон
player_slot 131: ЗА ШО
player_slot 131: xd
player_slot 2: драться до конца
player_slot 130: ДА ТЫ БЛЯТЬ
player_slot 3: звери
player_slot 130: ПУДЖ ЕБАНЫЙ
player_slot 2: Сладенький)
player_slot 2: один хуй проебали
player_slot 2: но мы подефаем еще 
player_slot 130: пуд
player_slot 130: иди сюда
player_slot 130: только не хуйкай
player_slot 130: по муки
player_slot 130: муЖски
player_slot 130: побазарим
player_slot 130: короче смотри
player_slot 130: ты меня хукал
player_slot 130: хукал хукал
player_slot 130: и под фонтан
player_slot 130: мне это не нравится
player_slot 2: было такое
player_slot 130: понял?
player_slot 130: все пошел
player_slot 130: свободен
player_slot 2: ок
player_slot 131: xd
player_slot 130: не ушел за секунду
player_slot 130: поплатился
player_slot 2: ну я считаю хуйня полная
player_slot 2: 1 пришел думал поговорим
player_slot 2: а тут хуйня такая
player_slot 130: ну понимаешь
player_slot 130: как в Жизни бывает
player_slot 130: когда хукаешь
player_slot 130: из подтешка
player_slot 131: gg
player_slot 130: будешь знать
"
68,7595359413,
69,7595359110,"player_slot 128: literally no supp
player_slot 129: gg
player_slot 130: gg
player_slot 128: Good g well P, 
"
70,7595357419,"player_slot 128: 接着带
"
71,7595356618,"player_slot 130: XD
player_slot 3: xD
player_slot 4: asi soy yoooooooooooooooooooo
player_slot 128: GG
player_slot 4: dxdxdxdxdxdx
player_slot 4: dxdxdxdxdxdxdxdxdxdx
player_slot 4: dxdxdxdx
player_slot 4: asi soy yoooooooooooooo
player_slot 4: asi soy yoooooooooooooooooooooooooo
player_slot 128: xD
player_slot 2: zzzzz
player_slot 128: ganar gratis si pues
player_slot 4: uwu
player_slot 128: izi
"
72,7543447111,"player_slot 3: xd
player_slot 130: i feel sad for u peter
player_slot 3: fun game, dont feel sad
player_slot 1: gg
player_slot 132: xd
player_slot 132: viper
player_slot 1: im sad
player_slot 132: dog hero
player_slot 132: dog player
"
73,7543446912,"player_slot 4: забрал*?
player_slot 128: это контрлоь
player_slot 4: жденм он посрет
player_slot 132: kay ysha )
player_slot 132: закиньте репорт плиз бс
player_slot 132: у 
player_slot 132: это пиздец
"
74,7543445710,"player_slot 4: Xd
player_slot 0: g g 
player_slot 131: team fed
"
75,7543445400,"player_slot 0: )
player_slot 0: клоауны
player_slot 0: просто
"
76,7543444214,"player_slot 129: xd
player_slot 1: x3
player_slot 130: gg ez mid
"
77,7543444200,"player_slot 130: radiance first build
player_slot 130: mars
player_slot 130: nice acc  buyer
player_slot 130: ket nars raduabce
player_slot 130: 1 6 
player_slot 130: Haha
player_slot 130: haha
player_slot 130: radiance then dagger
player_slot 130: stop acc buying mars
player_slot 130: what a shame
player_slot 128: just end
player_slot 130: straight pls
player_slot 128: i wont def
player_slot 130: T
player_slot 130: ty
player_slot 128: save time
player_slot 130: i won't too
player_slot 3: i mean eziest mid of myl ife
player_slot 130: nah
player_slot 2: SARAP MO ODAW
player_slot 3: chinese dota
player_slot 3: xd
player_slot 3: np boss
player_slot 3: Ez mid
player_slot 3: xd
player_slot 1: Bro
player_slot 1: cant hit me?
player_slot 1: i dont have feet
player_slot 130: Haha this mars
player_slot 130: lmao
player_slot 3: bro ur mid failed
player_slot 130: how much mars?
player_slot 130: mid?
player_slot 130: lmao
player_slot 130: not mid
player_slot 130: passive offlane mars
player_slot 2: AMMAR THE ?
player_slot 3: both of them are s2pids
player_slot 130: only mars
player_slot 130: Haha
"
78,7543443806,"player_slot 0: TA NGOZU 
player_slot 132: pasa mrd
player_slot 0: Xd
player_slot 0: ?
player_slot 3: q team de mrd
player_slot 3: en serio
player_slot 131: ctmre
player_slot 0: xd
player_slot 0: XD
player_slot 0: REPORT LINA GENTITA APOYEN 
player_slot 131: xq no esperan p xd
player_slot 0: LES PUEDE TOCAR
player_slot 130: porque?
player_slot 128: xd
player_slot 128: xk reprot?
player_slot 130: si ustedes no pausearon
player_slot 0: SE AH DESCONECTADOESE POBRE
player_slot 0: SIN INTERNET
player_slot 130: porque la quieren reportan=
player_slot 130: reportar?*
player_slot 131: encima q no lo esperaron xd
player_slot 130: se
player_slot 132: yiyi
player_slot 128: gg wp
player_slot 0: JAJA 
player_slot 129: ggwp
player_slot 0: IZI 
"
79,7543440706,"player_slot 4: кто ливнет я 100 рублей скину 
player_slot 4: реально 
player_slot 4: просто лив
player_slot 128: 200
player_slot 4: давай
player_slot 4: 200 
player_slot 4: я реально скину
player_slot 130: аккбаер что ли у вас?
player_slot 4: нет 
player_slot 4: в бар друзья позвали
player_slot 4: ждут 
player_slot 4: го я скину
player_slot 4: я ливал уже не могу сам
player_slot 128: инваайти
player_slot 130: ФБ НЕ ДЕЛАЙТНЕ
player_slot 128: ну
player_slot 4: Я скину после лива
player_slot 4: реально 
player_slot 128: набере
player_slot 128: пошел нахуй
player_slot 128: ну скидывай
player_slot 128: я ливну
player_slot 4: ПОСЛЕ
player_slot 3: та он бедак ебаный
player_slot 128: ты кого наебать пытаешься
player_slot 128: у меня на лолзе 2 отзыва
player_slot 3: на марсе клоун)
player_slot 131: wp
player_slot 3: апапзапз
player_slot 4: ОТЖИМАЙ
player_slot 3: спс
player_slot 3: он пиздабол
player_slot 130: сф
player_slot 130: передумал?
player_slot 4: ? 
player_slot 1: Gg
"
80,7543439805,"player_slot 132: ?
player_slot 132: come 4 die 3 
player_slot 132: jaja
player_slot 132: die 4 
player_slot 132: noobs
player_slot 0: pro :D you did a lot :D
player_slot 0: that skill
player_slot 132: come more
player_slot 0: So?
player_slot 132: noob 
player_slot 132: ez top
player_slot 132: call ur daddy
player_slot 0: yeah where is the money
player_slot 132: 0-5
player_slot 0: 2 4
player_slot 0: >?
player_slot 132: 0-5
player_slot 0: Ez
player_slot 0: Cry
player_slot 0: Baby
player_slot 132: 0-5
player_slot 132: no words
player_slot 0: Crey
player_slot 132: 0-5
player_slot 132: XD
player_slot 132: noob
player_slot 0: hind in your trees coward :D
player_slot 132: 1-6
player_slot 0: jungle man
player_slot 0: farm untill the end
player_slot 132: 1-6
player_slot 0: SAAAD
player_slot 132: 1-6 
player_slot 0: SAAD
player_slot 132: hahah 
player_slot 132: noob 
player_slot 132: still 2-6 
player_slot 0: Where are you noob
player_slot 132: hahah noob off lc
player_slot 129: straight
player_slot 0: SAAAD NOOB PA
player_slot 132: haha ez top
player_slot 0: CANT CARRY FROM FREE L:ANE
player_slot 2: turbo mode
player_slot 0: dont play carry]
player_slot 132: hahah free lane 
player_slot 132: call ur daddy more
player_slot 132: ez top
player_slot 1: TY EZ GAME PA
player_slot 3: pinaka madaling dota sa buhay ko
player_slot 3: haynako
"
