Match Id,Transcript,Toxicity,Toxicity Ranking
7595288112,"player_slot 131: WAA 16 CM
player_slot 131: pipipi
player_slot 132: Xd
player_slot 128: UNA MAS CREO
player_slot 2: zZzZ
",No Toxicity,1
7595287908,"player_slot 0: AHAHAHAHAH
player_slot 130: Че за хуйня
player_slot 131: НЕСИТЕ
player_slot 131: АХАХААХ
player_slot 131: АХАХАХАХХ
player_slot 132: ггггг
",No Toxicity,1
7595287907,"player_slot 2: noob
player_slot 131: storm
player_slot 4: gg bro
player_slot 2: ez
player_slot 129: what a terrible carry
player_slot 129: free farm
player_slot 129: 1-2
player_slot 4: wew
player_slot 4: hehe
player_slot 2: ez
player_slot 2: crry
player_slot 4: sad
player_slot 2: lol
player_slot 4: really sad
player_slot 0: Ez bh 
player_slot 2: lol
",Low Toxicity,2
7595287902,"player_slot 131: end mid thx
player_slot 4: nc job snap haha
player_slot 1: gg
",No Toxicity,1
7595287710,"player_slot 3: лох
player_slot 130: просто два радика))
player_slot 130: Эконченные
player_slot 3: аххаха
player_slot 2: а где твое бкб
player_slot 2: умник
player_slot 3: маги силы . кэрри могилаэ
player_slot 2: некр
player_slot 2: 30 минута
player_slot 2: 1 коса?
player_slot 132: да пох
player_slot 132: я еблан
player_slot 2: хD
player_slot 2: Канда орчид
player_slot 2: ахахаа
player_slot 2: еба мета
player_slot 3: изи
",Mild Toxicity,3
7595287600,"player_slot 131: gank
player_slot 0: SLARDAR?
player_slot 0: haha
player_slot 0: EZ
player_slot 130: 4 mid ez>?
player_slot 130: haha
player_slot 0: 4
player_slot 0: ?
player_slot 0: YOU BLIND?
player_slot 0: hahahha
player_slot 132: gg ty bro
player_slot 129: end
player_slot 132: i hate this team
player_slot 132: so fkkk
player_slot 1: gg what?
player_slot 131: qp blame me haha
player_slot 0: HAHAHHAHAH
player_slot 0: darkseer is better than yuo qop
player_slot 0: HAHHAA
player_slot 0: ez
player_slot 131: GG
player_slot 1: eyy
player_slot 1: gg
player_slot 4: ez
",Mild Toxicity,3
7595287518,"player_slot 128: sobrang tanga ng sf
player_slot 128: haha
player_slot 128: end
player_slot 2: imo mama 
player_slot 128: sf too idiot
player_slot 128: end
player_slot 128: bobo carries nmin
",Moderate Toxicity,4
7595287118,"player_slot 2: )
player_slot 2: stack
player_slot 132: ez
player_slot 1: в 4 ебала убили 2 пишет ез
player_slot 1: то что у нас команда мусор афкашная
player_slot 1: рики репоорт стим
player_slot 1: за читы
player_slot 1: хуй с лп выйдешь  по кд боты в тиме
player_slot 1: рики жди удаление акк
player_slot 1: пошел нахуй
player_slot 1: на оракле
player_slot 128: Ебать ты тупорылый, сука...
player_slot 2: VErnulkysa
player_slot 132: можешь ливать
player_slot 128: Ебаному долбоебу нравится сосать хуи в лп...
player_slot 128: И он явно тут оказался не потому что малолетним долбоебам высказал свое мнение.
player_slot 129: тиник выведи сэнд кинга я 1 раз его убию под его тучей и рапиру буду тебе делпть
player_slot 128: Наигрался, долбоеб? 
player_slot 2: GGWP
player_slot 2: )
player_slot 132: спасибо за игру
",Extreme Toxicity,5
7595287115,"player_slot 2: 拿一号位当前排真鹅心啊
",Undetermined,0
7595287016,"player_slot 0: ？
player_slot 0: 有病？
player_slot 4: 你也配叫加30？
player_slot 131: 呵呵
player_slot 131: 不是蚂蚁傻逼
player_slot 131: 你能赢？
player_slot 3: 你不傻逼
player_slot 131: 比你好点
player_slot 3: 每次打你爹
player_slot 131: 至少单杀
player_slot 131: 儿子
player_slot 131: 乖
",Moderate Toxicity,4
7595286809,"player_slot 0: ez
player_slot 1: 30 tir
player_slot 1: )
player_slot 1: sniper 30 tir
player_slot 129: Fuck you, Marsi)
player_slot 1: Ez mid
",Mild Toxicity,3
7595285819,,Undetermined,0
7595285207,"player_slot 131: ez mid
",Low Toxicity,2
7595285015,"player_slot 132: Киньте репорт дазлу
player_slot 132: очень прошу
player_slot 132: чтоб такие челы не попадались к вам
player_slot 0: он же фб сделал
player_slot 0: Соло
player_slot 132: и пошел нафидил 4 раза
player_slot 0: так потому что мы скилловые
player_slot 0: не?
player_slot 132: оставил меня одного на лайне пошел лес фармить)
player_slot 0: так ты не шаришь
player_slot 0: ты пт купил а не арканы
player_slot 128: чел не мог добрать подойти лоу хп фуру
player_slot 128: о чем ты
player_slot 128: тут фрик под спиртом
player_slot 132: фура
player_slot 132: о чем ты?
player_slot 0: м
player_slot 132: арканы?
player_slot 0: ну да
player_slot 0: арканы покупаются
player_slot 0: на терпил линию
player_slot 132: гений
player_slot 132: ты когда на аме играл я тебя на магнусе попускал
player_slot 132: так что не пизди)
player_slot 128: чел видит что у тебя орчид
player_slot 128: и рашит сашу яшу
player_slot 128: я же говорю
player_slot 0: ХАВАХЪПВАЗХП
player_slot 128: спиртовая шляпа
player_slot 132: сашу яшу?
player_slot 132: может манту?
player_slot 132: не ?
player_slot 132: боже
player_slot 128: он эволюционировал
player_slot 132: лишь бы что то высрать)
player_slot 128: решил стопку пропустить?
player_slot 0: заберите стрик с меня
player_slot 0: я фид
player_slot 0: спс
player_slot 128: 20 минута
player_slot 128: у чушпана не одного итема
player_slot 4: РЕБЯТ НЕ ПОТЕЙТЕ
player_slot 4: ЗАЕБЕТЕ
player_slot 0: gg ez 
",Mild Toxicity,3
7595283701,"player_slot 1: чота арк у нас не бустер оказался
player_slot 128: так и я не бустер
player_slot 132: гг
",No Toxicity,1
7595283602,"player_slot 129: Report mk = commend
player_slot 0: THRONE
player_slot 4: someone bb pls
player_slot 4: give me rampage
player_slot 128: so skill
player_slot 4: bb someone
player_slot 4: what
player_slot 128: so pro
player_slot 4: where is rampage
player_slot 4: bara malding
",No Toxicity,1
7595283505,"player_slot 128: end fast
player_slot 128: end ill help
player_slot 128: fast
player_slot 128: mid go
player_slot 2: just let us end
",No Toxicity,1
7595283409,"player_slot 2: ggez
player_slot 131: GG
player_slot 132: gg
",No Toxicity,1
7595283311,"player_slot 1: D
",Undetermined,0
7595283200,"player_slot 128: que es esto el TI?
player_slot 130: ed
player_slot 130: xd
player_slot 130: xd
player_slot 130: xd
player_slot 130: xd
player_slot 130: xd
player_slot 128: ese tuskar
player_slot 128: un chiste
player_slot 128: rica tu vieja
",Mild Toxicity,3
7595282900,"player_slot 131: report void ols 
player_slot 4: good trade
player_slot 131: report void pls 
player_slot 4: ok
player_slot 131: gracias bro 
player_slot 3: me recomiendan o que
player_slot 131: si reportas al void 
player_slot 131: se merece una baja 
player_slot 131: ese asco 
player_slot 3: recontra ez
player_slot 3: commend rubbick
",Mild Toxicity,3
7595398110,,Undetermined,0
7595397914,"player_slot 130: так тинкер
player_slot 130: юзлес
player_slot 130: герой
player_slot 130: ало
player_slot 131: у него 30 тир
player_slot 130: ты не вывезешь последствий
player_slot 131: если что
player_slot 131: На тинкере
player_slot 130: тихо ам
player_slot 130: ебальнчиек
player_slot 2: ахха
player_slot 4: сносите
player_slot 4: не дефаю
player_slot 129: ?
player_slot 4: в команде один чел играет
player_slot 2: он шутит
player_slot 4: и все
player_slot 130: ну да с атким тинкером я бы тоже не вывез
player_slot 2: он нас так веселт
player_slot 2: мы смеемся
player_slot 4: 500 рейтинга апнули чет говорят
player_slot 2: 150 а потом ещ1 150
player_slot 4: просто челы  не знают что делать в игре
player_slot 4: дальше
player_slot 4: идите
player_slot 4: не будьте как слардар туыми
player_slot 1: report pa nytika
player_slot 1: ebanogo
player_slot 1: xD
",Moderate Toxicity,4
7595397209,"player_slot 4: 至于么？
player_slot 4: 又死完了？
player_slot 4: 就为了杀我？
",Undetermined,0
7595396805,"player_slot 1: молодцы ребята
player_slot 0: лайк всем
",No Toxicity,1
7595396311,"player_slot 4: glhf all :D
player_slot 128: xd
player_slot 4: that was close
player_slot 128: 12 mana
player_slot 128: your w 
player_slot 128: xd
player_slot 128: close
player_slot 4: But you died?
player_slot 4: So it wasnt that close
player_slot 128: 3 for 1 i think is worth it
player_slot 128: and you died first
player_slot 128: xd
player_slot 4: xd
player_slot 4: you're out for blood it seems
player_slot 128: always
player_slot 132: gg
player_slot 128: gg
player_slot 2: brb
player_slot 4: gg wp all
player_slot 3: ez mid
",No Toxicity,1
7595395611,"player_slot 131: лакепр
player_slot 131: gg
player_slot 131: ez mid
player_slot 131: 9 lvl
player_slot 131: rep mid
",Mild Toxicity,3
7595395315,"player_slot 0: &
player_slot 131: всем лайк
player_slot 0: ?
player_slot 131: моим двум репортик
",Low Toxicity,2
7595395216,"player_slot 2: gaaa
player_slot 1: io
player_slot 1: do the right think
player_slot 1: thing
player_slot 1: io
player_slot 4: IO MIRACLE?
player_slot 131: jajajaj
",No Toxicity,1
7595394301,"player_slot 132: дай нос почесать чмо
player_slot 3: ff
",Mild Toxicity,3
7595394017,"player_slot 129: пудж ты меня преследуешь?
player_slot 129: 3 игры подряд попадаешься
player_slot 0: давай, мирана 
player_slot 0: 3 попытка
player_slot 129: тебе с белкой везло
player_slot 0: кк
player_slot 129: у меня команда не общительная
player_slot 0: а у меня 
player_slot 0: анекдоты расказывают 
player_slot 129: хз
player_slot 129: ну да
player_slot 131: предсказывает победу своей команде
player_slot 129: почему то не удивлен
player_slot 0: ?
player_slot 129: у меня тимейт фулл хп стоит у башни
player_slot 129: прочитанно
player_slot 0: аххахах
player_slot 129: стант есть стан
player_slot 129: ты смурфишь?
player_slot 0: )
player_slot 0: нет
player_slot 129: мне стыдно
player_slot 0: просто нажимаю кнопки
player_slot 129: смурф
player_slot 0: нет
player_slot 129: на 40 играх не умеют блочить
player_slot 0: что такое блочить?
player_slot 129: прочитанно
player_slot 0: ахахах
player_slot 0: бро не пиши ничего 
player_slot 129: ???
player_slot 4: ? 
player_slot 129: не  в белке дело?
player_slot 0: ?
player_slot 0: нет
player_slot 0: лол
player_slot 4: кинг ебанушкааа
player_slot 4: о боже 
player_slot 4: один пудж нормальный
player_slot 129: не в белке дело
player_slot 0: ты пишешь какую-то когда я 1 в 3 
player_slot 0: и просто рофлю на пудже
player_slot 0: а ты потеешь там сидишь
player_slot 129: не плачь
player_slot 0: хааххах ок
player_slot 129: мирана камбэк?
player_slot 0: ахахахх я только увидел 
player_slot 0: у нас у вк даже тапка нет
player_slot 129: его 1 игра походу
player_slot 0: не ну он призрак
player_slot 0: нах они ему нужны
player_slot 129: ну да смурф
player_slot 0: дайтеп огру ливнуть
player_slot 0: не ломайте
player_slot 0: ааххаха
player_slot 0: а чыего ты?
player_slot 129: вылетает
player_slot 0: да да
player_slot 129: обравдываться не хочу
player_slot 129: так что забей
player_slot 0: ты только что это сделал
player_slot 129: послать не послать тебя?
",Mild Toxicity,3
7595393714,"player_slot 128: fule 
player_slot 131: 速推
",No Toxicity,1
7595393501,"player_slot 2: xinq
player_slot 3: g
player_slot 129: report mk pls
player_slot 129: gl next
player_slot 129: ? ? ? ? ? ? ?
player_slot 4: nice set worst play
player_slot 129: pls report this mk
player_slot 2: ya
player_slot 4: haha
player_slot 4: Ez mid
player_slot 1: dont  def  guys
player_slot 1:   it`s  done
player_slot 2: gg
player_slot 131: gg
player_slot 2: noob mk
",Mild Toxicity,3
7595392404,"player_slot 2: чё пацаны
player_slot 4: аниме
player_slot 2: шарит молодой
player_slot 129: как 
player_slot 129: хачи
player_slot 129: топой 
player_slot 129: соси
player_slot 129: челен
player_slot 129: мудила 
player_slot 4: gg
player_slot 129: хускара 
player_slot 4: снайпер не затащил**
player_slot 129: типни 
player_slot 2: ИЗИ
player_slot 2: СЛИШКОМ
",Moderate Toxicity,4
7595391214,"player_slot 129: в трон идите
player_slot 3: спасибо что сказал 
player_slot 129: ты бы не дадумался
player_slot 3: вд в соло 
player_slot 3: ахах
player_slot 1: gg wp
player_slot 3: изи 
player_slot 3: урса
",No Toxicity,1
7595390609,"player_slot 129: ?
player_slot 2: ^^
player_slot 129: ?
player_slot 128: go straight
player_slot 128: straight end
player_slot 128: look at our mid silencer
player_slot 1: there's a silencer?
player_slot 128: HAHAHAHA
player_slot 4: y pick silencer
player_slot 4: i wont even use bh
player_slot 128: See
player_slot 128: so idiot
player_slot 131: a ttyhis point im not even sure why im being blamed by an offlane wr and support luna 
player_slot 1: kaway pa Luna
player_slot 2: gg?
player_slot 129: gg
player_slot 2: ez luna
player_slot 2: support
player_slot 129: ez tech hs
player_slot 2: ez
player_slot 129: super ez
player_slot 1: very relaxing game
player_slot 0: same with mid
player_slot 0: ez
player_slot 1: luna 1st item aghs lmao
player_slot 129: lol
player_slot 4: can we end in peace already
player_slot 4: g next game
player_slot 3: push naman dyarn
player_slot 3: kahit isang tore lang
player_slot 1: bottom one hit only
player_slot 1: go for it!
player_slot 4: let us end mga obob
player_slot 4: inaniyo wala kayo futre
player_slot 4: tama na
player_slot 2: ez
player_slot 1: lol
player_slot 3: silencer pa
player_slot 4: k
",Mild Toxicity,3
7595390606,"player_slot 130: а че ты делаешь 
player_slot 3: руин момент 
player_slot 0: играю
player_slot 0: у нас долбоеб на дровке
player_slot 130: странно ты ишграешь
player_slot 0: ласт пик берет
player_slot 0: да не 
player_slot 0: норм
player_slot 0: кайфую
player_slot 0: не мой акк все равно
player_slot 4: 17
player_slot 4: ЛООЛ
player_slot 0: с днем рождения
player_slot 3: трон
player_slot 3: !
",Mild Toxicity,3
7595390405,"player_slot 131: 大家好
player_slot 131: 我是你们的爹
player_slot 131: how dare you kill my bro
player_slot 132: ?
player_slot 1: why no chat all ursa
player_slot 1: haha
player_slot 131: because i kill you several times make me tired
player_slot 1: Haha
player_slot 1: mele with ursa
player_slot 1: so ez
player_slot 1: now not ez
player_slot 1: haha
player_slot 132: go end
player_slot 1: why
player_slot 1: haa
player_slot 129: OUR PA SO STUPIOD
player_slot 0: i raped him in lane
player_slot 0: it was good
player_slot 1: PA go with AXE
player_slot 1: so hard for him
player_slot 1: don't blame
player_slot 1: like me 
player_slot 0: i gave axe such a nice lane
player_slot 1: mele with ursa
player_slot 0: free farm all day
player_slot 1: but ursa now useless
player_slot 1: hhaha
player_slot 1: rs
player_slot 1: Ty
player_slot 129: 2 cores both stupid
player_slot 1: haha
player_slot 131: lol
player_slot 1: ty
player_slot 1: Ezzzzzz
player_slot 129: EN
player_slot 2: ezz
player_slot 129: END
player_slot 132: end
player_slot 129: PA SO USELESS
player_slot 3: weak
player_slot 129: all that farming
player_slot 129: So bullshit
player_slot 3: i dont need bkb
player_slot 0: ez viper
player_slot 3: ez
player_slot 1: ya
player_slot 3: so weak
player_slot 1: ez
player_slot 132: GG
player_slot 129: UR MID SO EZ THO
player_slot 4: loo
player_slot 0: ez viper
player_slot 4: loool
player_slot 4: no bkb
player_slot 4: sf
player_slot 4: ez bip
player_slot 1: noob ursa
player_slot 4: vip
",Moderate Toxicity,4
7595390308,"player_slot 4: )
player_slot 4: мусор
player_slot 2: gg
",Low Toxicity,2
7595390119,"player_slot 3: э баля кому на коыка дать
player_slot 3: а блек хол бцдет?
player_slot 131: не он долбоеб
player_slot 132: БУДЕТ
player_slot 3: а когда? я посмотреть хочу
player_slot 131: в другой игре
player_slot 132: я тебе смс скину
player_slot 3: спасибо
player_slot 3: ниче так
player_slot 3: недолго правда
player_slot 130: ИЗИ МИД
player_slot 130: гг
player_slot 3: сказала энигма 0-7
player_slot 130: чучело я 5
player_slot 3: так ты фидишь
player_slot 3: по кд
player_slot 3: 0 импакта 5ка
player_slot 130: так ты 0
player_slot 130: зачем чтото пишешь
player_slot 3: точно?
player_slot 130: немощь
player_slot 129: энигма соло вам катку подарила лайк ему киньте
player_slot 3: так это не у меня сторон ы падают
player_slot 131: Как играть с такими хуесосами
player_slot 131: я не понимаю
player_slot 131: Я говорю нужен стан
player_slot 4: не парься
player_slot 3: 5 энигма
player_slot 3: гений
player_slot 131: он на ластпик берет энигму
player_slot 131: просто найти хуесоса и трубой металлической ему по ебалу дать
",Extreme Toxicity,5
7595390105,"player_slot 128: nosso grande mid venge ta lvl 6
player_slot 128: e o huskar 9
player_slot 128: kkkkkkkkkkkkkk
player_slot 0: voce sim farm
player_slot 0: :)
player_slot 3: xd
player_slot 4: dx
player_slot 132: gg muerta ganha free
player_slot 0: yes
player_slot 3: ese mid no le ddecis nada
player_slot 128: dificil mid huskar?
player_slot 132: huskar picker
player_slot 129: ganas por tu heroe pendejo
player_slot 0: ez dark seer
player_slot 131: SE PUSO VAGINA LA VENGE
player_slot 132: cancer looker
player_slot 0: ty
player_slot 129: y te vienes a dar de que sabes juga
player_slot 0: ty dark serr
player_slot 129: huskar last pick
player_slot 128: ?
player_slot 128: huskar carry you
player_slot 128: you did nothing
player_slot 0: ty
player_slot 132: 8000 partidas tiene el animal
player_slot 132: xddd
player_slot 3: una piedra q no sabe que hace 
player_slot 132: arconte
player_slot 132: fracasado total en el juego
player_slot 3: que chiste
player_slot 128: VENGE 8K PARTIDAS ARCONTE 3
player_slot 2: dea pis
player_slot 0: usa ulti venge
player_slot 0: dxxdxd
player_slot 0: dxxdxdxd
player_slot 131: RERPOT VENGE PSL 
",Moderate Toxicity,4
7595389808,"player_slot 129: 69 игр
player_slot 129: 60 побед?
player_slot 0: ничего подозрительного
player_slot 2: 60 поражений
player_slot 0: наехал за то что я мипо забанил, чтобы ты понимал
player_slot 129: а
player_slot 129: понял
player_slot 0: держу в курсе
player_slot 129: ты лучший 
player_slot 4: тише люди
player_slot 129: наверное 
player_slot 129: только у вас
player_slot 129: еще мать 
player_slot 2: снайпер
player_slot 129: на арк 
player_slot 2: ты тоже на мипо хотел?
player_slot 129: да
player_slot 4: какой тебе мипо
player_slot 2: у нас все его хотели
player_slot 129: чего
player_slot 4: 49 процентов винрейта
player_slot 4: ))
player_slot 129: и?)
player_slot 1: рак
player_slot 129: ок)
player_slot 2: +
player_slot 1: ща наказана будешь
player_slot 1: снайпиха
player_slot 129: w8
player_slot 129: 1 min 
player_slot 129: W8
player_slot 129: idiot ebaniy
player_slot 2: wwwwwww
player_slot 4: да мне блять че делать нехуй ждать его
player_slot 4: мне вообще похуй
player_slot 4: это его проблемы
player_slot 129: понятно
player_slot 129: что ты бомж на арке
player_slot 131: понял 
player_slot 4: да
player_slot 129: хуесос 
player_slot 132: офф
player_slot 4: изи мид кстати
player_slot 131: нам тоже 
player_slot 129: два отца 
player_slot 129: аааххахахахаха
player_slot 129: АХАХХАХАХАХАХ
player_slot 129: ПО КРИПАМ
player_slot 129: Ъ
player_slot 129: АЛО
player_slot 129: АЛО
player_slot 129: АЛО
player_slot 4: друг
player_slot 4: а ты 1 на 1 мб
player_slot 4: вывезешь
player_slot 4: а не так)
player_slot 4: АЛО
player_slot 4: АЛО
player_slot 4: АЛО
player_slot 4: АЛО
player_slot 4: ЫАВЗАХЗЫВХА
player_slot 129: ТЫ В ТАВЕРНЕ
player_slot 129: Чучело
player_slot 4: А ТЫ НЕТ?
player_slot 129: тебе отвечаю
player_slot 129: так тебе отвечал
player_slot 129: не виджел
player_slot 129: ты получается
player_slot 129: мышь 
player_slot 129: на арке
player_slot 129: соси 
player_slot 4: ОТЕЦ ТВОЙ МЫШЬ
player_slot 4: ИЗИ МИД
player_slot 4: можем
player_slot 129: арк на легком герое 
player_slot 4: а ты ?
player_slot 4: на сложном?
player_slot 129: фармить нужно
player_slot 129: много
player_slot 4: ну я не виноват
player_slot 4: что ты
player_slot 4: снайпера
player_slot 4: пикаешь
player_slot 4: тебе нужно
player_slot 4: героя брать попроще
player_slot 129: тебе нужно отцам помочь 
player_slot 4: дк там какой нибудь))
player_slot 129: в сексе
player_slot 4: да и что
player_slot 129: сходи 
player_slot 4: а что то нормальное скажешь?
player_slot 4: или так и будешь
player_slot 129: с Беларуси?
player_slot 4: хуйню свою
player_slot 4: говорить
player_slot 129: ты с беларуси?
player_slot 4: нет
player_slot 129: арк 
player_slot 129: херово
player_slot 2: из пещеры он
player_slot 129: я бы подьехал
player_slot 4: из пещеры
player_slot 4: твоей матушки
player_slot 129: к тебе в любую точку
player_slot 4: вылез
player_slot 4: черная дыра
player_slot 129: лицо тебе набил бы 
player_slot 4: ебанная
player_slot 4: ну я посмотрю как ты кмсу по борьбе ебало набьешь
player_slot 4: приезжай
player_slot 4: казахстан актобе
player_slot 2: э
player_slot 3: мда
",Extreme Toxicity,5
7595389219,,Undetermined,0
7595388910,"player_slot 128: lol
",No Toxicity,1
7595388006,"player_slot 131: 黑鸟 多大的仇 就打我  
player_slot 132: 到点了
",No Toxicity,1
7595387905,"player_slot 1: silencer how old are u?
player_slot 130: y do u ask?
player_slot 2: he a pedo
player_slot 3: dafuq
player_slot 1: 2013 you started to play 
player_slot 130: llol
player_slot 128: dont blame
player_slot 130: end man slark
player_slot 130: just too dumb this team
player_slot 0: dont worry
player_slot 0: youre dumb too
player_slot 1: ahaha
player_slot 1: why am so feed?
player_slot 0: lol
player_slot 4: Sana ok ka lang
player_slot 130: END FAST
player_slot 0: stfu noob
player_slot 0: all you have to do
player_slot 0: dont defend
player_slot 4: stop whining
player_slot 1: better to take of your children silencer
player_slot 0: no need to tell end fast
player_slot 0: lol
player_slot 3: ggez
",Mild Toxicity,3
