,match_id,transcript
10,7595283304,"player_slot 131: xd
player_slot 3: gg
player_slot 132: tmre primero tu ursa
player_slot 132: ahora tu sven
player_slot 132: ya anda duerme papi
player_slot 3: viejo
player_slot 3: Te das cuenta
player_slot 3: que mi team,
player_slot 3: no quiere jugare'
player_slot 3: Agradece
player_slot 132: Ok
player_slot 3: que te carrean
player_slot 132: ty
player_slot 3: xd
player_slot 132: Por los puntitos 
player_slot 0: los 4 le decimos es caca y chapa core
player_slot 132: me tan carrenado
player_slot 132: dice
player_slot 132: voy 11-2
player_slot 132: me tan carreando xd
player_slot 1: viper off
player_slot 1: dxdx
player_slot 3: papi
player_slot 3: mi
player_slot 3: jakiro va 1/14
player_slot 3: de ahi saca
player_slot 3: tu cuenta
player_slot 3: donde estan tus kille
player_slot 1: tu causa sven
player_slot 132: gracias por tus puntitos d hoy
player_slot 1: QUERIAN Q VBANEE VIPER
player_slot 1: x q speameas ese heroe cabro
player_slot 132: Pa q no banean pes
player_slot 132: miren
player_slot 132: como han salido
player_slot 132: cachados
player_slot 1: orgullo jugabndo viper off
player_slot 1: Dxdx
player_slot 132: ya
player_slot 132: hablamos
player_slot 132: por
player_slot 132: gracia
player_slot 0: ez
player_slot 132: gracias amigos
player_slot 0: ez peru
player_slot 132: por sus puntistos
player_slot 132: de hoy
player_slot 132:  adormir
"
11,7595282619,"player_slot 130: dog shit
player_slot 130: am enjoyer
player_slot 130: hahaha
player_slot 130: come bot am
player_slot 130: hit me
player_slot 130: cutie pie
player_slot 130: cute am
player_slot 130: hahaha
player_slot 130: cute
player_slot 130: am
player_slot 130: cutie
player_slot 130: cute am picker
player_slot 132: avg am enjoyer
player_slot 130: enjoy hitting me
player_slot 130: at bot
player_slot 130: hahaha
player_slot 130: am?
player_slot 130: tf r u doing
player_slot 130: fcking stupid am
player_slot 130: wheres am enjoyer
player_slot 130: fury alrd?
player_slot 130: am
player_slot 132: if u think bot was bad, see replay for top
player_slot 132: it was a massacre
player_slot 130: hes on my mute list
player_slot 130: hahahahaha
player_slot 130: fckign stupid
player_slot 130: pre muted = ez lose
player_slot 132: xddddd
player_slot 132: toxic chat
"
12,7595280806,
13,7595277815,"player_slot 3: afk pls
player_slot 3: dont wost my time
player_slot 3: pls
player_slot 3: __
player_slot 3: ds t
player_slot 3: вы ебанаты?
player_slot 132: end
player_slot 132: I dont def u
player_slot 3: аал 5 зды
player_slot 130: did he def before?
player_slot 3: afk 5 pls
player_slot 0: DEF
player_slot 0: afk
player_slot 0: Deff afk wtf is
player_slot 132: i'm telling u, push i dont def
player_slot 132: U die with out my spells
player_slot 4: ur team
player_slot 4: deffednding
player_slot 3: F{F{{F
player_slot 4: see
player_slot 4: and also
player_slot 3: щл
player_slot 4: u
player_slot 3: ok
player_slot 4: deffendsing
player_slot 3: ))
player_slot 130: zeus had all spells
player_slot 4: so stfu
player_slot 3: 6k slave
player_slot 132: lier
player_slot 3: deff
player_slot 3: )))
player_slot 132: U dont push
player_slot 130: abba
player_slot 1: ?
player_slot 130: remember last game?
player_slot 1: y
player_slot 130: can u report zeus for me
player_slot 130: pls
player_slot 1: ez
player_slot 130: ty
player_slot 132: 0/10 hardl ane vs creep on void
player_slot 1: done
player_slot 130: ty
player_slot 130: )
"
14,7595275803,"player_slot 130: gg
player_slot 0: G END?
"
15,7595274512,"player_slot 3: PARTY
player_slot 3: PARTY
player_slot 128: you want me to play for -50?
player_slot 3: PICK INSTA RUIN
player_slot 128: sorry man idcc
player_slot 3: U COULD PICK EARLIER
player_slot 3: fuckign animal
player_slot 3: end
player_slot 128: free to dodge bor
player_slot 128: ez noobs
"
16,7595274216,"player_slot 0: мид кто может ?
player_slot 0: 2/3/4
player_slot 3: |gg
"
17,7595273810,
18,7595273109,"player_slot 129: go away
player_slot 129: go away
player_slot 129: u fuck
player_slot 129: fucking nerds
player_slot 129: nerd
player_slot 129: fucking nerd
player_slot 129: how long are u going to camp mid
player_slot 129: lets do us a favour
player_slot 129: and let us end
player_slot 130: ez
player_slot 129: camp mid
player_slot 129: thats good
player_slot 128: sniper
player_slot 128: pickers
player_slot 128: ROFL
"
19,7595272510,"player_slot 128: blue
player_slot 128: what is ur  mmr?
player_slot 0: 7600
player_slot 128: okay, thnks
player_slot 2: 2 sides
player_slot 2: with sents
player_slot 2: interesting
player_slot 2: XD
player_slot 132: hahaha
player_slot 132: my storm 
player_slot 132: hahahaha
player_slot 2: no flame please
player_slot 132: 1-3
player_slot 132: Xd
player_slot 132: xd
player_slot 132: xd
player_slot 132: xd
player_slot 132: g end pls
player_slot 128: mid pls
player_slot 132: Absoluty ez mid
player_slot 132: 9 reports on storm please
player_slot 130: mines for u bro sry
player_slot 132: so low skill
player_slot 132: zzz
player_slot 132: 3-4
player_slot 1: GG
player_slot 132: XD
player_slot 3: tan wawas csm
player_slot 3: :v 
"
20,7595270813,"player_slot 1: gg 
"
21,7595270305,"player_slot 1: gg
player_slot 128: report this mid
player_slot 4: also the toxic jug
player_slot 2: useless pos 5 here
player_slot 4: talking like he is the mc hahaha
player_slot 2: this venge afk in the lane
"
22,7595269919,"player_slot 130: zxc
player_slot 3: no buybacks
player_slot 3: just run mid
"
23,7595266808,"player_slot 4: primal
player_slot 4: are you allergic to basehs
player_slot 4: or wtf
player_slot 132: :)
player_slot 132: cheats
player_slot 132: anti vbash
player_slot 4: XDDDDD
player_slot 4: NICE JOB AM
player_slot 3: hello from peru
"
24,7595264109,"player_slot 2: пародия
player_slot 2: на бх
player_slot 128: у нас не играют люди
player_slot 128: го продолжать
player_slot 2: САБЛЮ ДЕЛАЕШЬ?
player_slot 130: da
player_slot 2: ТЫ РОФЛИШЬ
player_slot 2: пиздец
player_slot 130: потом БФ
player_slot 131: пиздабол
player_slot 131: У него бкб
player_slot 131: В квик бае
player_slot 4: АХАХАХ
player_slot 130: нихуя 
player_slot 130: ты чо 
player_slot 130: продавайте сентри и дасты 
player_slot 130: у меня браток лотар делает
player_slot 2: у вас мозга нету да?
player_slot 2: что вы в миде стоите в 3
player_slot 2: щас
player_slot 2: ебланы
player_slot 131: да когда он ливнё
player_slot 131: уже
player_slot 131: заебал
player_slot 131: из аула
player_slot 131: играе
player_slot 131: т
player_slot 131: или как
"
25,7595263204,"player_slot 4: end
player_slot 3: Gg
"
26,7595260616,"player_slot 130: stupid
"
27,7595260216,"player_slot 1: duo with bosco
player_slot 2: yea 
player_slot 132: dire or feed
player_slot 128: let me careless pls
player_slot 128: careless is my party pls donty let he grief you
player_slot 1: can end pa broke items
player_slot 1: gg
player_slot 129: ?>
player_slot 1: you can end i wont kill you
player_slot 1: pa broke items
"
28,7595259409,"player_slot 2: ?
player_slot 2: idiot lioob
player_slot 2: dog
player_slot 129: gG
"
29,7595259100,"player_slot 129: bobo
"
30,7595258203,"player_slot 128: lord freeman?
player_slot 131: PICK PUDGE PLS
player_slot 128: amigo
player_slot 128: how do you feel? not playing with me and freeman
player_slot 1: bAD
player_slot 1: i rlly wanna play with fregay
player_slot 128: Puro burro
player_slot 128: mi lord freeman
player_slot 128: mano ese pudge
player_slot 128: es diferent
player_slot 128: Al anterior
player_slot 131: calla conchatumadre
player_slot 131: ese mid or webeo
player_slot 131: solo busac
player_slot 131: A iwo
player_slot 131: aburrida su vida
player_slot 1: Spider-Man 2 Main Title
player_slot 1: tendre q dotear
player_slot 1: con esa cancion omas
player_slot 128: Oigame
player_slot 128: Ese puch me guta
player_slot 128: taba
player_slot 128: en canvas ctmr
player_slot 1: q lastima
player_slot 1: pero adios
player_slot 1: Me despido de ti
player_slot 1: Y me voy
player_slot 128: No deseo
player_slot 128: Ese freeman
player_slot 128: Amigo
player_slot 128: Amigo
player_slot 128: AMigo
player_slot 1: Q lastika
player_slot 1: pero auoid
player_slot 1: me despido
player_slot 1: e ti y me voy
player_slot 128: xd
player_slot 1: HOy pusieron esa musica
player_slot 1: En el ba;o
player_slot 128: amigo
player_slot 131: copn tal q no saquen
player_slot 131: matakabros
player_slot 131: todo bien con mi enchnt
player_slot 1: Le
player_slot 1: pateare
player_slot 1: El culo
player_slot 128: Qdqa
player_slot 128: Q buen ores
player_slot 1: si a pu;etes no enitnede
player_slot 1: a patadas
player_slot 1: Lo ahra
player_slot 0: xd
player_slot 128: Amigo
player_slot 128: Amigo
player_slot 128: Amigo a laotra te escojo
player_slot 131: yo rokoko urupa
player_slot 128: somos mejreosa migos
player_slot 1: a la otra
player_slot 1: te fedeo
player_slot 128: XD
player_slot 131: xd
player_slot 128: perdon amigo
player_slot 129: xd
player_slot 131: si
player_slot 131: fedeale
player_slot 131: ese on
player_slot 1: por no escogerme
player_slot 131: Fedea cuando
player_slot 128: Proe elgir a freeman antes q a ti
player_slot 131: esta bucando iwo
player_slot 128: XD
player_slot 131: fedeale
player_slot 131: ratofperu
player_slot 128: QN es iwo?
player_slot 131: tu marido
player_slot 131: el q te saca tu kk
player_slot 131: a cierto
player_slot 131: por eso estoy jugando
player_slot 131: me fedeo
player_slot 131: contigo
player_slot 131: por eso estoy jugandoi
player_slot 131: suino le fedeo
player_slot 131:  a ese poto roto
player_slot 128: OE CONCOES A ESTE WEPN?
player_slot 1: mp se
player_slot 1: qioem sera
player_slot 128: Dice q le fedeee
player_slot 131: si
player_slot 128: TA CAGAO SI YO JEUGO TODOS MIS DOTAS TRYHARD
player_slot 128: oMG
player_slot 1: XDXD
player_slot 128: xd
player_slot 128: xd
player_slot 128: TENE RSOHAN+
player_slot 131: xd
player_slot 1: ya no tiene
player_slot 1: Rosahm
player_slot 128: ]Y
player_slot 131: yo
player_slot 131: rokoko
player_slot 128: YA PERDISTE
player_slot 131: urupa
player_slot 131: ya perdiste
player_slot 131: cristian
player_slot 128: eSTE PUDGE SI JUEGA
player_slot 131: babobso
player_slot 131: yo
player_slot 128: NO COMO TU PUDGE
player_slot 131: mid or webeo
player_slot 131: ahroa me cambio de nick
player_slot 129: q rico
player_slot 129: rs
player_slot 129: kausa
player_slot 131: MID OR WEBEO DUO
player_slot 131: AHORA ES MI DUOP
player_slot 131: MID OR WEBEO
player_slot 128: d
player_slot 128: xd
player_slot 128: xd
player_slot 128: xd
player_slot 1: esta
player_slot 131: ahora
player_slot 1: drogado es etipo
player_slot 128: cHRISTIAN
player_slot 131: mid or webeo
player_slot 131: Es mi duo
player_slot 128: TE PICKEO A LAOTRA
player_slot 128: aMIGO
player_slot 131: no
player_slot 131: deseo
player_slot 128: Ese pudge hablas olo csmr
player_slot 0: xd
player_slot 129: xd
player_slot 0: terminen este dota por favor
player_slot 131: yo
player_slot 131: ratofperu
player_slot 129: baiteadasos
player_slot 129: ps
player_slot 131: YO
player_slot 128: Amigo
player_slot 131: RAT OF PERU
player_slot 128: perdon
player_slot 131: EL DUO
player_slot 131: DE MID OR WEBEO
player_slot 129: soy el puck
player_slot 131: jsjs
player_slot 129: de freeman
player_slot 129: ps weon
player_slot 128: Me perdonas?
player_slot 131: osea
player_slot 131: si no le
player_slot 131: gankeaba
player_slot 131: 5 veces
player_slot 131: perdia
player_slot 128: XD
player_slot 128: XD
player_slot 128: XD
player_slot 128: XD
player_slot 129: dle
player_slot 129: dley
player_slot 131: piola
player_slot 131: mi pu
player_slot 131: Q fulea
player_slot 131: 1
player_slot 131: y no 2
player_slot 131: copn un huskar
player_slot 128: Ese freeman top 2k q caca
player_slot 131: :)
player_slot 128: le hago ganar sus dotas
player_slot 131: wadafa
player_slot 128: D
player_slot 0: xd
player_slot 131: gente
player_slot 131: q tal mi pudge
player_slot 131: fino o ñofi
player_slot 128: Se murio tu carry
player_slot 128: WEbonaso
player_slot 131: gente que tal mi pudge
player_slot 131: FINO O ÑOFI
player_slot 0: JAJSAJAJAJAJ
player_slot 0: enserio no se puede pedir buena gente en este server:) 
player_slot 129: deja acabar
player_slot 131: YA ESTA
player_slot 129: ps sano
player_slot 131: MI NICK
player_slot 131: QUIEN PEGA
player_slot 128: D
player_slot 131: FREEMAN O CRISTIAN DOMINGES
player_slot 131: TOY
player_slot 131: INVI
player_slot 131: CONCHETUMARE
player_slot 128: Deja acbar cvtmr
player_slot 131: QUIEN PEGA CRISTIAN DOMINGES O FREEMAN
player_slot 131: ?
player_slot 128: XD
player_slot 128: XD
player_slot 131: OE CRISTIAN
player_slot 131: ESE MID OR WEBEO
player_slot 128: esos dos son mis cachorros
player_slot 131: QUIERE Q LE CHUPE EL POTO
player_slot 131: KABUZOM
player_slot 128: Ese pudge habla solo
player_slot 129: a la firme pe
player_slot 128: D
player_slot 129: no tiene amigos
player_slot 128: XD
player_slot 132: xddd
player_slot 131: xD
player_slot 131: NO
player_slot 131: FULL ANUEL
player_slot 131: Q RICO
player_slot 130: XD
player_slot 128: aaaaamIGO
player_slot 131: FULL ANUEL A MID OR WEBEO
"
31,7595257107,"player_slot 129: онли с ним на 5 играю
player_slot 1: party with hallucination
player_slot 129: в другом случа я лес
player_slot 128: я твою мать зарежу долбоеб без глаз
player_slot 130: ;)
player_slot 128: СЫН ШЛЮБХИ ЕБАНЫОЙ
player_slot 129: возьми нас хотябы
player_slot 129: ебанём его
player_slot 128: z gt
player_slot 128: я переливаю
player_slot 129: тимбер
player_slot 129: Всю жизнь свою мид стоишь , да *?)
player_slot 1: он сказал мид фри 
player_slot 129: я на сапах если чо
player_slot 129: плею
player_slot 3: гг
player_slot 2: хахааххх
player_slot 2: пзидец)
player_slot 1: он призрачный 
"
32,7595256703,
33,7595256612,"player_slot 130: next
player_slot 129: end mid
player_slot 130: next pls
"
34,7595255003,"player_slot 3: para que sacaran heroes 
player_slot 3: Que no saben jugar p
player_slot 0: ASI TE VA HABLAR
player_slot 0: XD
player_slot 0: DSADASDAS
player_slot 0: DEJA
player_slot 0: PS
player_slot 0: VIEJO
player_slot 0: DIOS IMO
player_slot 2: q aces kk
player_slot 130: Ez
player_slot 2: aea
player_slot 0: CHACALITO
player_slot 0: QUE RICO 
player_slot 0: TUS PUNTITOS
player_slot 3: Que fue quien es chacalito
player_slot 3: lo tengo odio
player_slot 3: firme
player_slot 2: Dx
player_slot 3: xd
player_slot 3: xd
player_slot 3: xd
"
35,7595254210,"player_slot 130: молю .
player_slot 3: НАТАААААААХААААААААААА
player_slot 3: ПИЗДА
player_slot 3: ОПЯТЬ?
player_slot 3: че не во мне дело получается?
player_slot 132: ты хорош реально
"
36,7595253311,"player_slot 0: tmre
player_slot 132: dx
player_slot 132: a la proxima runa a donde iras
player_slot 132: para ir ps
player_slot 0: lina ciego
player_slot 0: tengo ward
player_slot 0: y la lina sigue camiandol a la meurte
player_slot 132: XD
player_slot 132: QUE MIERDA FUE ESO
player_slot 0: Rctm
player_slot 132: QUE MIERDA FUE ESOP
player_slot 132: a quien cuidan arriba
player_slot 132: todas las runas xd
player_slot 132: ASÑDMKJLDASLJKASDKLJADJKLS
player_slot 130: DX
player_slot 132: JMKAJAJAJA
player_slot 132: OE GYRO
player_slot 132: NO TE ENTIENDO
player_slot 132: TAN DIFICIL SE LE HACE AL EMBER MATARME ?
player_slot 132: QUE TIENES QUE VENIR ?
player_slot 132: QUE SE SENTIRA TENER UNA RUNA
player_slot 132: TIPEA P
player_slot 130: DX
player_slot 132: XD
player_slot 130: DX
player_slot 130: XD
player_slot 130: DX
player_slot 130: dx
player_slot 130: Hahaah
player_slot 0: Rctr,m
player_slot 0: jajjajaja
player_slot 0: jajaja
player_slot 0: lkina basura
player_slot 132: JAJAJA
player_slot 0: basura de carry manos
player_slot 132: meu deus
player_slot 132: tiepa p
player_slot 0: cholo
player_slot 2: no hay tip
player_slot 132: JAJAJAJA
player_slot 2: xd
player_slot 132: JAJAJAJA
player_slot 0: mucho troow
player_slot 132: ya pero porque quisieron matarme
player_slot 128: xd
player_slot 128: puro bajo 
player_slot 132: esa huevada solo sabe meter 2da y 1ra en medio
player_slot 132: encima un gyro lo ayuda XD
player_slot 128: asi te caccha ops
player_slot 132: XD
player_slot 132: de chill
player_slot 132: JAJAJAJA
player_slot 130: dx
player_slot 128: bajaso ese hvon
player_slot 132: solo sabe usar 1ra y 2da
player_slot 132: JAJAJA
player_slot 130: recien practica ember creo
player_slot 130: X
player_slot 2: nmo va usar quinta?
player_slot 132: ya me rio
player_slot 132: XDDDDDDDDDDDDDDD
player_slot 128: gege
player_slot 0: reprot lina
player_slot 132: p´1nga p1nga p1nga p1nga
player_slot 0: ojala te toque esta lina
player_slot 130: QUE TAL MI LINA HC?
"
37,7595253105,"player_slot 131: g end
player_slot 4: 2 chrono on me
player_slot 129: 2 rp for nothing
player_slot 129: xd
player_slot 132: let end
player_slot 132: get me out
player_slot 132: bot faceless vid
player_slot 132: winning
player_slot 132: unreal
"
38,7595251709,"player_slot 129: xd
player_slot 129: how can ub e this bad
player_slot 129: Wtf
player_slot 131: XDXDXD
player_slot 130: lvl 30 slark?
player_slot 2: end
player_slot 1: end
player_slot 2: gg
player_slot 1: Fasyt
player_slot 129: dogs
player_slot 130: is this slark for real?
player_slot 2: fuck this team
player_slot 3: REPORT DK 
player_slot 3: THX
player_slot 130: how many slark gasmes is that
player_slot 128: puro simio
player_slot 2: FUCKING USELESS  N***
player_slot 0: no hay rankeds
player_slot 0: a esta hora
player_slot 131: 3 mele cores
player_slot 131: GA
player_slot 3: 4-9-8
player_slot 3: OFFLANER
player_slot 3: :3 
player_slot 129: ez mid
player_slot 132: rofl
player_slot 130: gg
"
39,7595250707,"player_slot 0: xd
player_slot 4: ya perdieron 
player_slot 4: brutis
player_slot 132: la wbda es el low a mi soly
player_slot 1: rTZ?
player_slot 0: xd
"
40,7595250409,"player_slot 1: 2 v1 me los paro
player_slot 1: imaginate
player_slot 1: con un support
player_slot 3: Wtf ?xd
player_slot 3: fallo su 1era?
player_slot 3: LOL
player_slot 3: Xd
player_slot 129: GGS
"
41,7595249501,"player_slot 0: can end
player_slot 0: str8 bot
player_slot 131: SEA END
"
42,7595247800,"player_slot 130: you doom me
player_slot 130: you lost fight
player_slot 130: good trade
player_slot 130: ^^
player_slot 2: gg
player_slot 130: eZ
player_slot 130: DOPGS
player_slot 132: GG
"
43,7595247406,"player_slot 131: Xd
player_slot 132: su abuela se cayo del 3er piso un tok
player_slot 132: snap
player_slot 132: te van a matar
player_slot 132: xdd
player_slot 132: mejor vt
player_slot 132: tan tepeando xd
player_slot 129: XS2
player_slot 130: te vas a quedar?
player_slot 4: PAPI TE VAS
player_slot 130: oe juega legal p viejo
player_slot 129: A LA FIRME
player_slot 4: LEGAL 
player_slot 4: XDXD
player_slot 3: XX
player_slot 3: Xd
player_slot 4: yA
player_slot 129: ENCIMA QUE ME SACAS
player_slot 4: TORNEO ES ?
player_slot 129: VIPER MID 
player_slot 1: ??
player_slot 4: yaya 
player_slot 130: gg
player_slot 1: xd
player_slot 1: wp
"
44,7595247314,
45,7595246311,"player_slot 2: report sf 
player_slot 2: TY
"
46,7595244108,"player_slot 3: END
player_slot 3: REPORT VENOM
player_slot 128: xd
player_slot 2: asi es cuando no se tiene suports
player_slot 3: XDXDDxdfxd
player_slot 3: ?
player_slot 1: PA QUE CHUCHA HABRAN CAMBIADO HEROES
player_slot 1: SI ES LA MISMA MRD
player_slot 3: cachorro
player_slot 130: XD
player_slot 4: B
player_slot 131: rubick medio
player_slot 1: SI PS
"
47,7595243616,"player_slot 3: ahahhaa
player_slot 3: +40
player_slot 130: sakita
player_slot 130: HAHAHA
"
48,7595239402,"player_slot 0: idk why go all in to me
player_slot 0: when mya rmor is
player_slot 0: 60
player_slot 0: haha
player_slot 4: LOL
player_slot 0: 60 armor
player_slot 0: haha
"
49,7595237809,"player_slot 1: feel free to end
player_slot 128: You guys have one hell of a lineup
player_slot 1: idc
player_slot 4: im the hard carry
player_slot 131: jug feed me i get hammer and end fast
player_slot 129: xd
player_slot 131: why do u have medusa lina jug
player_slot 128: feel free to run down mid, i'd appreciate it :D
player_slot 129: xd
player_slot 131: 1 stun gaming
player_slot 129: xd
player_slot 129: xd
player_slot 129: xd
player_slot 131: we can jsut tp out
player_slot 4: 1 cum gaming
player_slot 129: }ahahaha
player_slot 129: medusa basher good
player_slot 131: ?
player_slot 131: CAN we end?
player_slot 4: dw guys medusas just sitting on 4k gold
player_slot 129: xd
player_slot 4: can yall x9 medusa
player_slot 4: he said before game
player_slot 4: if we win we commend
player_slot 4: if we lose we report hiom
player_slot 4: yea just report her lol
player_slot 4: dw guys medusa will give u divine rapier
player_slot 131: radi medusa?
player_slot 129: )
"
50,7595237700,"player_slot 132: nc rotation
player_slot 132: guys
player_slot 129: bro ure steal bro ha
player_slot 129: Thats not urs
player_slot 128: can we g next guys
player_slot 128: are u guys defending
player_slot 128: or we straight
player_slot 131: ez mememal
player_slot 0: gg i noob
player_slot 132: who report?
player_slot 3: ame
"
51,7595235305,"player_slot 2: te voy a meter
player_slot 2: todo
player_slot 2: lo q se llama nepe
player_slot 129: mas suertodo eres gordo ctmr
player_slot 132: xd
player_slot 3: otro AM picker, otro cholo q pierde
player_slot 129: casi csm 
player_slot 129: me rosaste el poto
player_slot 3: xd
player_slot 130: on ta el am
player_slot 3: colgando
player_slot 132: El am
player_slot 3: :v 
player_slot 128: el que iba meter todo 
player_slot 132: dijo que iba abusar de la venge
player_slot 132: Que fue
player_slot 129: Xd
player_slot 128: ons ta 
player_slot 129: XD
player_slot 129: XDdx
player_slot 129: Verdad
player_slot 129: que fue
player_slot 2: con pura kk
player_slot 128: meteme todo papi donde estas
player_slot 2: q no puede contra un spectre
player_slot 2: siendo 
player_slot 128: a
player_slot 2: cerdo
player_slot 2: ))
player_slot 130: gg
"
52,7595234215,
53,7595233416,"player_slot 4: whos to blame 
player_slot 3: am lvl 1 tp and die 
player_slot 3: laning dead
player_slot 4: wow rich 
player_slot 2: stay afk retards
player_slot 4: stop 
player_slot 4: effort
player_slot 4: let us end 
player_slot 4: xD
player_slot 3: bro
player_slot 3: stop
player_slot 3: ur AM lost since the time u die lvl 1
"
54,7595231608,"player_slot 4: IMPOSIBLE
player_slot 4: xD
player_slot 4: x
player_slot 4: xD
player_slot 4: xD
player_slot 128: ??
player_slot 131: в черном дельфине
player_slot 129: ПОЛЯРНАЯ СОВА
player_slot 4: MATEN A ESA CACA
player_slot 4: QUE SE CORREN
player_slot 128: ggz
"
55,7595231514,"player_slot 0: SAD AM
player_slot 132: 0-4 2-5
player_slot 0: ok
player_slot 0: 4 hero
player_slot 129: relex
player_slot 129: last game i wil kill you
player_slot 129: fk
player_slot 129: wait 70 min
player_slot 0: lol haha
player_slot 0: now mad?
player_slot 0: ok waiting 70
player_slot 129: k
player_slot 129: Haha
player_slot 0: HEHE
player_slot 0: xd
player_slot 129: Hah
player_slot 0: WOW GOD LIKE
player_slot 129: ????
player_slot 132: 0-6 ma
player_slot 0: HE MADER
player_slot 0: STFU
player_slot 129: hahaha
player_slot 129: dont wory
player_slot 0: xd
player_slot 129: 1vs1 ?
player_slot 0: WTF THIS MAN
player_slot 132: GG
player_slot 0: lol
player_slot 0: am
player_slot 128: end bro
player_slot 129: bro
player_slot 128: 2 dogs 
player_slot 132: 0-9
player_slot 129: 70 min ?
player_slot 0: haha
player_slot 128: offlane and carry
player_slot 3: haha no matter how good puck is
player_slot 128: crimson
player_slot 128: first item
player_slot 128: againts magic
player_slot 3: he cant carry that shit haha
player_slot 128: fking 6k flat
player_slot 1: THANKS TO PUDGE
player_slot 1: MY MID IS LOSER
player_slot 0: 0 9 
player_slot 0: LOL
player_slot 0: EARLY
player_slot 0: GOD LIKE
player_slot 1: FAKE ED
player_slot 129: i fast now
player_slot 0: fast now lol
player_slot 1: YA
player_slot 0: haah
player_slot 0: NO FAT FAST
player_slot 3: nice crimson xD
player_slot 128: haha
player_slot 3: against 4 magic dmg heroes
player_slot 3: xD
player_slot 128: yap
player_slot 132: 1-10 ma
player_slot 128: 6k braindead bruh
player_slot 0: xd
player_slot 0: haha
player_slot 0: mad
player_slot 3: he has a pipe now
player_slot 3: wow
player_slot 0: HELLO
player_slot 129: Haha
player_slot 3: gl next xD
player_slot 129: bro  ez
"
