Match Id,Transcript,Toxicity,Toxicity Ranking
7595291308,"player_slot 131: g
player_slot 131: 不收了
player_slot 131: 推 啊
player_slot 131: 刷抖音了
player_slot 128: 帮忙举报火枪呗
player_slot 128: 太可恨了
player_slot 3: ？
player_slot 3: 就这还举报人家？
player_slot 2: 那也是举报白牛啊
player_slot 2: 一直冲人家
player_slot 128: 他是纯辅助
",No Toxicity,1
7595290816,,Undetermined,0
7595290707,"player_slot 1: end2
player_slot 1: its hurt to play supp
player_slot 130: dont def?
player_slot 1: nope
player_slot 1: str8 mid
player_slot 1: outdraft
player_slot 1: this team still def
",No Toxicity,1
7595289607,"player_slot 3: bogo
",No Toxicity,1
7595288918,"player_slot 2: bugo
player_slot 131: bugok
player_slot 2: ngeh
player_slot 2: wahahahahahaha
player_slot 130: quek
player_slot 131: bugok
player_slot 4: unsa sumbagay?
player_slot 130: bakla
player_slot 4: add ko sa fb ralph anthony concina
player_slot 4: sumbagay ta
player_slot 129: pala buto
player_slot 132: add mo John Toledo
player_slot 4: cge
player_slot 1: Scary
player_slot 0: how u like dat
player_slot 0: huh
player_slot 0: bitch
player_slot 131: ?>
player_slot 129: ?
player_slot 130: ?
player_slot 0: stfu
player_slot 129: ?
player_slot 0: ?
player_slot 2: sig binugo suzlw
",Mild Toxicity,3
7595288517,"player_slot 128: stop lock me 
player_slot 128: i told u stop lock me 
player_slot 129: off morph rly ?
player_slot 0: come base
player_slot 128: ez
",No Toxicity,1
7595288415,"player_slot 132: 5 PARA 1 SLARK
player_slot 132: AEA
player_slot 0: TE METISTE HASTA LAA TORRE QUE ESPERABAS?
player_slot 130: PALAAA
player_slot 131: usan ulti y se escapan pedejos
player_slot 131: x faltossp
player_slot 130: YA DEJEN ACABAR PS
player_slot 130: ESE VOID NO LES HARA EL DOTA
player_slot 1: ese void, reportenlo
player_slot 0: SI NISIQUIERA ESTA JUGANDO
player_slot 2: si bro como tu basura de shaman
player_slot 1: abandono bot, se fue mid, y no ha hech mas que cagar todo
player_slot 2: q gankea cuando hay full vision
player_slot 130: AH CON RAZON PIERDES PS
player_slot 130: ERES MRDA
player_slot 130: VISTES
player_slot 2: si bro
player_slot 2: yo soy el mid
player_slot 129: XD
player_slot 2: q solo sabe meter tornado
player_slot 130: ERES EL SLARK KK
player_slot 130: PFFFFF
player_slot 2: si bro
player_slot 2: y tu eres la kk del shaman
player_slot 130: CON RAZON PERDI LA OTRA PS
player_slot 130: ERES MRDA
player_slot 2: si ps
player_slot 2: com o el bruto del shaman
player_slot 2: esta wardeado todo y gankea asi
player_slot 130: GENTE CON RAZON ESTAN PERDIENDO PS
player_slot 130: LES TOCO ESA MRDA
player_slot 130: JAJAJA
player_slot 4: repoirten void please
player_slot 128: ok
player_slot 1: les habia tocado ya?
player_slot 129: todos reporten a ese void hpderra
player_slot 132: COMEND MID PLEASE
player_slot 130: YO YA NO PUEDO REPORTARLO 
player_slot 131: reprt al invoker
player_slot 128: report void
player_slot 130: YA LO REPORTE EN LA ANTERIOR
player_slot 4: reporten void
player_slot 2: report invoker
player_slot 132: DEVUELVO COMEND
player_slot 130: :(
player_slot 128: report void
player_slot 131: solo sabe levantar
player_slot 129: NO SALGAS MANO
player_slot 4: buysca otra
player_slot 4: ojala meganes 
player_slot 4: no con feders
player_slot 130: TANTO PARA MATARME JAJAJA
player_slot 0: XD ERA CONTRA 5
player_slot 0: Y CASI ME LLEVO
player_slot 0: 2
player_slot 0: A NADA
player_slot 130: BUENO SI
player_slot 129: nada yo ni te pegué
player_slot 130: JAJAJ
player_slot 4: como sera mi void en la vida real
player_slot 128: report void por maricca
player_slot 4: fracasadoi?
player_slot 130: ES MRDA
player_slot 132: XD
player_slot 4: reportenlo
player_slot 2: ok psicologo
player_slot 4: a ese hdop
player_slot 129: casi
player_slot 132: XD
player_slot 132: COMEND
player_slot 2: kk de mid
",Moderate Toxicity,4
7595288403,"player_slot 3: 举报这人马吧  傻逼东西
player_slot 0: 慢慢刷，你就看你刷到60分钟有啥用
",Mild Toxicity,3
7595288207,"player_slot 2: ya ur bad
player_slot 4: 
player_slot 2: nice try nerd
player_slot 4:      
player_slot 4:  
player_slot 4:   
player_slot 1: gg
player_slot 4: GG 
player_slot 130: we got no carry 
player_slot 4: GG 
",Low Toxicity,2
7595288205,"player_slot 129: meepo  u get ban
",Low Toxicity,2
7595287517,"player_slot 3: 你怎么死了
player_slot 4: 哈哈哈
player_slot 4: 小僵尸
player_slot 128: 一群奇葩 没一个正常人
player_slot 3: 我们这边也不太正常哈
",Mild Toxicity,3
7595287116,"player_slot 128: noob jugg ever
player_slot 128: report
",Mild Toxicity,3
7595286904,"player_slot 129: -100
player_slot 2: 啥算术
player_slot 129: -200，奥或
player_slot 129: 兑现崩了，兄弟们
player_slot 4: 。。
player_slot 130: 喜欢公平 打字？
player_slot 132: ~
player_slot 132: 这次没bkb了%
player_slot 128: 你这装备还想扣我
",Low Toxicity,2
7595286219,"player_slot 4: myanmar twy lee pl
player_slot 130: good son
player_slot 4: my
player_slot 4: kwae tthr
player_slot 4: safe lane lr kae
player_slot 130: lee tg ma lrr bu
player_slot 4: EZ
player_slot 130: thanks to am
player_slot 130: s yuu am ko report htu pay pr lrr
player_slot 4: HA HA TRY AGAIN 
player_slot 130: 
player_slot 4: MIN KO HTTU MHR 
player_slot 130: gwin lrr
player_slot 130: ?
player_slot 3: LOL 
",Low Toxicity,2
7595285818,"player_slot 130: gg
player_slot 131: gg
player_slot 1: G
player_slot 2: gg
player_slot 132: gg
player_slot 129: gg
player_slot 4: gg
player_slot 128: gg
",No Toxicity,1
7595285603,,Undetermined,0
7595285210,"player_slot 2: 有是白给的一据
player_slot 2: 谢谢演员
player_slot 128: 我感觉我们g了
player_slot 128: 开局剩200的am
player_slot 132: ？
player_slot 4: 你们赢了啊 阵容82开
player_slot 2: 白牛出上海
player_slot 132: 四个脆皮
player_slot 2: 这他妈能应？
player_slot 128: 这部正常啊
player_slot 2: zenmshuo 
player_slot 2: 太多坑了
",Mild Toxicity,3
7595284812,"player_slot 2: Report pudge 
player_slot 2: snurf
player_slot 2: haha mga bobo ampota
player_slot 2: trying hard mga pota
player_slot 3: gara garaan daw mo namo
player_slot 3: ana sila
player_slot 3: di sadaw e end
player_slot 2: hahaha tala2 jud ning pudge 
player_slot 2: hahahaha
player_slot 2: smirf man gud
player_slot 128: smurf daw puta bobo lng sa baba 
player_slot 128: tang ina yan
player_slot 1: HAHAHAHAHA
player_slot 128: mid na tatang tanga
player_slot 2: HAHAHAHAHA
player_slot 3: sniper bobo rin ikaw
player_slot 2: ay sorry
player_slot 128: ng ss sa abadon
player_slot 128: tang ina 
player_slot 130: sniper 1-6 hahaha
player_slot 3: hahahaha 1-6
player_slot 128: nag wards sa coomn wards
player_slot 3: kaloka
player_slot 128: ha sasalita ka d ka nga mak  money shot
player_slot 129: mga ai kakampi
player_slot 3: HAHAHAH
",Moderate Toxicity,4
7595284518,,Undetermined,0
7595284417,"player_slot 0: lol es
player_slot 4: gg game
player_slot 0: gg
player_slot 4: pro team
",No Toxicity,1
7595283909,"player_slot 132: GG
player_slot 132: GG
player_slot 132: 4 БЕЗДАРНОСТИ
player_slot 132: 4 твари
player_slot 132: репорты
player_slot 132: всем
",Moderate Toxicity,4
7595283812,"player_slot 132: вич
player_slot 132: пик вич
player_slot 4: лакер ты ебаный)
player_slot 0: gg
",Mild Toxicity,3
7595283616,"player_slot 2: FAKE LEGEND?
player_slot 2: EZ MID
player_slot 129: nah
player_slot 128: ez void
player_slot 129: jsut bored
",Low Toxicity,2
7595283518,"player_slot 1: UG要来
",No Toxicity,1
7595283516,"player_slot 0: gg
player_slot 4: в трон
player_slot 3: сноси
player_slot 3: трон
player_slot 3: уже
player_slot 132: НАДО 40 КИЛОВ
player_slot 132: ЗАДАНИЕ
player_slot 132: БРАТ
player_slot 132: умрите 3
player_slot 132: и сношу
player_slot 129: cказал хускар пикнув после аппарата
player_slot 3: хускар
player_slot 3: репорт
player_slot 132: 1 кил
player_slot 132: парни
player_slot 132: )
player_slot 132: пожалуйста
player_slot 132: 1 кил
player_slot 132: )
player_slot 128: гг
",Low Toxicity,2
7595283508,"player_slot 2: 不听不听飞鞋点金。。。
",Undetermined,0
7595283110,"player_slot 2: out sup
player_slot 2: 0 impact in this game
player_slot 2: this sup
player_slot 2: cant do shit
player_slot 2: gg my mid said is ez
player_slot 130: haha
player_slot 129: i wont die yet lol
",Mild Toxicity,3
7595282901,"player_slot 128: 单机20分钟，跳刀都没有的大鱼，不知道哪里来的勇气 BB
player_slot 128: 你除了BB，还能干嘛、
player_slot 128: 哎呦喂，单机狗也死了啊
",Mild Toxicity,3
7595282615,"player_slot 130: jajaa 
player_slot 130: jajaa
player_slot 129: venom ctmre
player_slot 3: gg
player_slot 128: ez
player_slot 129: gg
player_slot 3: gg
player_slot 128: ezz KKS
player_slot 2: r´eport mono y pudge kks
player_slot 4: basuras
",Moderate Toxicity,4
7510783718,"player_slot 128: дядь
player_slot 128: а че ты так потеешь?))
player_slot 128: выиграть думаешь?))
player_slot 1: Gg
player_slot 128: ахаххахаа
player_slot 130: pidarasa kusok
player_slot 129: та он уже наигрался
player_slot 128: вд
player_slot 128: вы выиграете эт)
player_slot 1: en?
player_slot 130: )
player_slot 128: тут такое сидит)
player_slot 128: ))
player_slot 128: КВН
player_slot 128: в трон
player_slot 128: плиз
player_slot 128: мои глаза
player_slot 3: where
player_slot 3: ?
player_slot 128: вд убили))
player_slot 128: можно типнуть
player_slot 3: gg
player_slot 3: :)
player_slot 1: Gg
",Mild Toxicity,3
7510782215,"player_slot 3: )
player_slot 128: сорь
player_slot 130: )
",No Toxicity,1
7510779310,,Undetermined,0
7595398006,"player_slot 0: fk u lion
player_slot 1: nice trade
player_slot 129: ano ba gingawa mo
player_slot 129: tanga
player_slot 0: gg
",Mild Toxicity,3
7595397716,"player_slot 128: TOO EZ MID
",Low Toxicity,2
7595397512,"player_slot 1: jajaja
player_slot 131: report oracle
player_slot 131: Ty
player_slot 1: sin tus maridos no puede ss?
player_slot 131: ya ganaste tu dota tengo mi oracle mid que no hace nada
player_slot 131: ese mid que tengo es un chiste
player_slot 131: abajo fedean al ursa xd
player_slot 3: ORACLE MID XD
player_slot 131: report oracle pls
player_slot 130: estoy de sueño q fue
player_slot 3: EL TIDE DECIA QUE PERDERIAMOS
player_slot 130: te asustaste?
player_slot 132: lo peor es que se queda parao en torre teniendo mas nivel y todo
player_slot 3: PORQUE ESTABAS FREE
player_slot 0: xD
player_slot 131: Reprot oracle y shaman
player_slot 131: ty
player_slot 132: b asura de oracle 
",Mild Toxicity,3
7595397511,,Undetermined,0
7595397009,,Undetermined,0
7595396509,"player_slot 1: 人呢
player_slot 132: 不敢跟你打了 ~
player_slot 1: 萨尔有点东西
",No Toxicity,1
7595396015,"player_slot 130: репорт бруду пж
player_slot 130: report broodmother 
player_slot 130: smurf
player_slot 130: по репортику бруде скиньтесь
player_slot 130: гуленый
player_slot 128: да завались на огре
player_slot 130: гуленыш
player_slot 128: пиво ходячее
player_slot 128: все варды скупает
player_slot 128: специально 
player_slot 128: чтобы я не ставил
player_slot 128: это мем
player_slot 130: негрынегрынегры
player_slot 132: соло
player_slot 130: report broodmother plz smurf
",Extreme Toxicity,5
7595395310,"player_slot 130: dont tp mid
player_slot 129: we good?
player_slot 1: 1 seg
player_slot 4: one sec
player_slot 129: i dont want any seg
player_slot 130: HAHA
player_slot 130: wala lang trashtalk lang
player_slot 1: report mars
player_slot 0: gg
player_slot 1: REPORT MARS
player_slot 1: :)
player_slot 130: Why
player_slot 131: ayaw
player_slot 129: ?
player_slot 1: WHY ?
player_slot 1: HC 6-10 ???
player_slot 130: yes why
player_slot 129: he just bad
player_slot 1: mars hc
player_slot 1: XD
player_slot 1: Mars turist
player_slot 130: gege
player_slot 131: gg
player_slot 129: gg
player_slot 129: ez 
",Mild Toxicity,3
7595395019,"player_slot 128: 你们没大哥
player_slot 128: 龙骑打大哥是一点强度没有
player_slot 3: 乐了
player_slot 3: 你对线不是炸了？
player_slot 128: ?
player_slot 128: 杀爆我了？
player_slot 128: 一共就死了两次你跟我说打爆了。。。
player_slot 3: 送成这样，谁来都不好打
player_slot 131: ？
",Low Toxicity,2
7595394603,"player_slot 130: 4v6
player_slot 0: 少个你吗
",No Toxicity,1
7595394406,"player_slot 0: nice troll
player_slot 0: keep it up mid
player_slot 0: gg
player_slot 0: zzzzzzzzz
player_slot 0: gg team
player_slot 0: 0-5 mid
player_slot 0: wow
player_slot 0: wowowowowow
player_slot 0: nice bb
player_slot 128: dead
player_slot 129: troll is a troll
player_slot 132: ahahah
player_slot 0: report this
player_slot 0: lmao
player_slot 130: bro
player_slot 0: go troll
player_slot 128: come on...give some challange
player_slot 130: ahhaha
player_slot 0: come dive
player_slot 132: chrono fountain 
player_slot 132: we dive
player_slot 128: ?
player_slot 0: lol
player_slot 130: HAHHAHAHAHHA
player_slot 128: loser
",Mild Toxicity,3
7595393807,"player_slot 131: gl hf
player_slot 3: 哥几个速推把
player_slot 131: 谢谢
player_slot 2: 这俩开黑的玻璃心
player_slot 2: 遇见好多次了
player_slot 2: 和他们当队友一把没赢过
player_slot 131: qwq
player_slot 3: 这猴子以前见过，1/13剃刀
player_slot 2: 有dotaplus赶紧拉黑
player_slot 3: 除了会骂人啥也不会
player_slot 131: 1
player_slot 131: 收到
player_slot 3: 推吧
player_slot 131: 谢谢
player_slot 3: 上次他劣势路剃刀，1/13
player_slot 3: 赶紧拉黑，以后遇见就倒霉了
player_slot 131: 嗯
player_slot 131: 还有20秒
",Mild Toxicity,3
7595392514,"player_slot 4: hahaha
player_slot 128: GG
player_slot 0: linkin sana kayo
player_slot 0: nice ult kanina magnus
player_slot 130: ggs
player_slot 130: bobo alch
",Low Toxicity,2
7595391709,"player_slot 3: ahhahaa
player_slot 3: gg?
player_slot 3: ez
",Low Toxicity,2
7595391001,"player_slot 129: хусик
player_slot 129: 322?
player_slot 4: да похуй
player_slot 129: бара соло
player_slot 0: gg
player_slot 129: rep bara
player_slot 129: sbln
",Mild Toxicity,3
7595390309,"player_slot 131: рядом
player_slot 2: козачка как ты ?
",No Toxicity,1
7595390201,"player_slot 2: скай
player_slot 2: ко мне
player_slot 2: быстро
player_slot 2: НЕ ТРОГАЙТЕ
player_slot 2: СУКИ
player_slot 2: ВОЛКИ
player_slot 131: гуле репорт дать?
player_slot 3: да
player_slot 2: нет
player_slot 131: дал
player_slot 3: спс
player_slot 2: все не буду играть
player_slot 2: ломайте
player_slot 2: я 12к игрок
player_slot 2: с денди
player_slot 2: встречаюсь
player_slot 2: в соло бы ращьебал
player_slot 132: rage
player_slot 129: rage quit
player_slot 131: ну ты и мра3ь на гуле
player_slot 2: сам такой
player_slot 2: Я ШИШКА
player_slot 132: ИЗИ гуля получается?
player_slot 129: гуля соло!
player_slot 131: че гуля, норм крипов потыкал?
player_slot 131: заходил бы с ботами да играл бы там
player_slot 131: 9 людям игру испортил
player_slot 2: бро всем похуй на тебя
player_slot 2: нахуй ты пишешь 
player_slot 0: стой
player_slot 0: мипо
player_slot 132: жаль, что на тебя не пох, репорты кинут
",Moderate Toxicity,4
7595389207,,Undetermined,0
7595389104,"player_slot 3: ？
",No Toxicity,1
7595388708,"player_slot 130: END
player_slot 1: Ez
player_slot 1: too ez
",No Toxicity,1
7595388707,,Undetermined,0
7595388319,"player_slot 3: 1 хп
player_slot 3: ?
player_slot 129: у вас вся игра на думе держится
",No Toxicity,1
7595386305,"player_slot 130: bobo
player_slot 4: lag
player_slot 4: haha
player_slot 130: murit
player_slot 4:  asd 
player_slot 130: tanga od
player_slot 2: GG
player_slot 130: gg mid
player_slot 4: mid
player_slot 4: ?
player_slot 130: HAHAHAHA
player_slot 130: gg mid carry
player_slot 130: HAHAHAHA
player_slot 130: HAHAHAHA
player_slot 130: end 
player_slot 129: ez
player_slot 130: HAHAHA
player_slot 3: wtf fvkng balance
player_slot 130: AI KALABAN
player_slot 3: dota wtf
player_slot 130: hahaha
player_slot 3: potrang ina toh
",Mild Toxicity,3
7543447414,"player_slot 4: сф
player_slot 4: ты в первый раз?
player_slot 129: rep 
player_slot 129: boost
player_slot 129: smoorf
player_slot 4: ?
player_slot 4: ahahaha
player_slot 129: tink rep
player_slot 4: +1028
player_slot 4: ))
player_slot 131: ))
",Low Toxicity,2
7543447306,"player_slot 130: gg
player_slot 132: ?
player_slot 129: gg
",No Toxicity,1
7543446903,,Undetermined,0
7543445707,"player_slot 132: ajaja
player_slot 132: recien salio su item de la luna y va pelear dice jaja
",No Toxicity,1
7543445611,"player_slot 0: ты че конченный на варлоке
player_slot 131: ?
player_slot 0: ты летаешь чисто по фану меня половить?
player_slot 1: ez
player_slot 1: ezzz
player_slot 1: solo ez
",Moderate Toxicity,4
7543445512,"player_slot 0: пп
player_slot 0: gg
player_slot 0: пп
player_slot 0: пп
player_slot 0: gg
player_slot 0: пп
player_slot 0: gG
player_slot 0: gG
player_slot 0: пп
player_slot 0: пп
player_slot 0: пОКА
",No Toxicity,1
7543445215,"player_slot 0: (((((((((((((((
player_slot 132: сын свиньи дезоль 1 шмоткой делает((((((((((((((
player_slot 0: кры голые
player_slot 0: зато санстрайками килы набил
player_slot 0: дурачок)
player_slot 0: еще бб
player_slot 1: gg
player_slot 0: бризи
",Mild Toxicity,3
7543444911,,Undetermined,0
7543444616,"player_slot 128: ДНО ПАТИ РЕШИЛА ПОИГРАТЬ БЕЗ КЕРРИ)))
player_slot 128: НЕ ТРОГАЙ МЕНЯ ФРАГМЕН ХРЕНОВ
player_slot 4: xd
player_slot 0: hahaha 
",Mild Toxicity,3
7543444111,"player_slot 3: loll
player_slot 2: LOL
player_slot 0: gangbang of void
player_slot 2: LOL
player_slot 2: THAT WAS AWESOME
player_slot 2: +1 REP, PANGO
player_slot 3: morp?
player_slot 2: damn what a fight
player_slot 2: DOOOOOOOOOOOOOOOOOOOTAAAAAAAAAAAAAAAAAAA!
player_slot 0: i wanted a lil support 
player_slot 0: heheheh
player_slot 0: lol
player_slot 0: lol
player_slot 130: ?
player_slot 2: lol
player_slot 3: lol
player_slot 0: well that was just feeding lol
player_slot 130: OD?
player_slot 3: ? morph
player_slot 129: od?
player_slot 130: hey od?
player_slot 128: GGWO
player_slot 129: ez
player_slot 3: hey
player_slot 3: morph
player_slot 3: noob
player_slot 3: lol
player_slot 130: kala mo panalo no?
",Low Toxicity,2
7543443811,"player_slot 1: thx for game
",No Toxicity,1
7543443300,"player_slot 131: чел на войде обязан проебать
player_slot 1: войд
player_slot 1: ты ваше в шары долбишься?
player_slot 1: куда шел?
player_slot 129: нахуй
player_slot 2: где войд?
player_slot 3: уя ьшв
player_slot 3: ez mid
player_slot 4: bpbxb
player_slot 4: изичи
",Moderate Toxicity,4
7543443217,"player_slot 129: бля
player_slot 129: гг
player_slot 129: сносите
player_slot 131: пиздец парни
player_slot 129: я в туалет хочу
player_slot 131: ну ласт игра а у меня хуесосы
player_slot 129: вк без сапа
player_slot 129: я лесной
player_slot 129: 6рка
player_slot 131: хорошо что цмка не со мной стоит
player_slot 129: хахха
player_slot 129: вк руинер
player_slot 129: шо
player_slot 129: хахха
player_slot 4: ????
player_slot 129: ХХАХАХАХАХ
player_slot 131: не желаю вам такой тимы
player_slot 131: бездарной
player_slot 131: все
player_slot 131: закончите
player_slot 131: игру 
player_slot 131: просто закончите игру 
player_slot 131: СНОСИТЕ БЛЯЯЯЯЯТЬ прошу 
player_slot 4: изи катка
player_slot 129: ез изи лол
",Moderate Toxicity,4
7543442912,"player_slot 1: ЫАФХАЫХФХАЫФАЫ
player_slot 3: )
player_slot 1: СДАВАЙТЕСЬ
player_slot 1: 149200
player_slot 1: ВОЛГА
player_slot 128: ПОзорники хоть одну сторону оставили бы)
player_slot 3: GG
player_slot 132: изи
",No Toxicity,1
7526024019,"player_slot 132: имба размены
player_slot 132: GG
",No Toxicity,1
7526023609,"player_slot 3: ?
player_slot 128: ?
player_slot 130: feel mo carry ka?
",No Toxicity,1
7526022104,"player_slot 0: you guys can end
player_slot 0: wp
player_slot 130: gg
",No Toxicity,1
7526021910,"player_slot 130: b
player_slot 128: ?????????????????????????????????????????????????????????????????????????????????????????????????????]]
player_slot 128:    
player_slot 128: 
player_slot 128: 
player_slot 128: 
player_slot 128: 
player_slot 128: 
player_slot 128: 
player_slot 128: 
player_slot 131: 
player_slot 128: 
player_slot 128: 
player_slot 128: lol
player_slot 128: idiot
player_slot 128: gg
player_slot 130: ? es
player_slot 128: nooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooob
",Mild Toxicity,3
7526019710,"player_slot 130: gl hf
player_slot 129: hahahaa
player_slot 4: shaman ult
player_slot 4: ulti
player_slot 130: ok
player_slot 4: lotus eat
player_slot 4: guys dont worry im russian kid i drink vodka and fight with bears like ursa
player_slot 130: wait u ugly creeps
player_slot 130: idiot russians
player_slot 4: i have a bear in house and all of i eat is vodka and bread
player_slot 4: shaman just break towers
player_slot 4: XD
player_slot 3: )
player_slot 1: nice bases man
player_slot 1: bashes*
player_slot 130: pls report sb
player_slot 4: ize
player_slot 130: he is trolling 
player_slot 130: let him play some lp
player_slot 4: yeah yeah let him guys
player_slot 130: careful we have dazz witchblade
player_slot 130: best support item
player_slot 4: yes it is
player_slot 4: penis
player_slot 4: блять почему я попал на иноязычный сервак
player_slot 1: потому что
player_slot 4: да блять go end  парни закончите уже
player_slot 4: заканчиваем булками двигаема
player_slot 0: lol
player_slot 4: ez mama enal
player_slot 4: ez
",Mild Toxicity,3
7491251105,"player_slot 132: take top
player_slot 0: come on, you won already, we got two subnormals
player_slot 131: )
player_slot 3: ggwp
player_slot 130: BLACK DRAGONNNNN
",Mild Toxicity,3
7491250801,"player_slot 4: EZ MID
player_slot 130: noob grim
player_slot 3: EZ
player_slot 130: ez top
player_slot 130: kekw
",Low Toxicity,2
7643435304,,Undetermined,0
